"","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"362","ii","16dd","2.5","0.25","7","+M2","E-","1_i.krn","+M2",NA,NA
"363","ii","16ee","2.75","0.25","1+","+M2","E-","1_i.krn","+m2",NA,NA
"364","V","8ff","3","0.5","2","+m2","E-","1_i.krn","P1",NA,NA
"365","V","8ff","3.5","0.5","2","P1","E-","1_i.krn","P1",NA,NA
"366","V","8ff","4","0.5","2","P1","E-","1_i.krn","P1",NA,NA
"367","V","8ff","4.5","0.5","2","P1","E-","1_i.krn","P1",NA,NA
"368","V","4.ff","1","1.5","2","P1","E-","1_i.krn","+M2",NA,NA
"369","V","16gg","2.5","0.25","3","+M2","E-","1_i.krn","+m2",NA,NA
"370","V","16aa-","2.75","0.25","4","+m2","E-","1_i.krn","+M2",NA,NA
"371","V","8bb-","3","0.5","5","+M2","E-","1_i.krn","+M2",NA,NA
"372","V","8ccc","3.5","0.5","6","+M2","E-","1_i.krn","+m2",NA,NA
"373","V","8ddd-","4","0.5","7-","+m2","E-","1_i.krn","P1",NA,NA
"374","V","8ddd-","4.5","0.5","7-","P1","E-","1_i.krn","P1",NA,NA
"375","V/ii","8ddd-","1","0.5","7-","P1","E-","1_i.krn","-m2",NA,NA
"376","V/ii","4ccc","1.5","1","6","-m2","E-","1_i.krn","-M2",NA,NA
"377","V/ii","4bb-","2.5","1","5","-M2","E-","1_i.krn","-M2",NA,NA
"379","ii","8aa-","3.5","0.5","4","-M2","E-","1_i.krn","-m13",NA,NA
"381","ii","16c","1","0.25","6","-m13","E-","1_i.krn","+m6",NA,NA
"382","ii","16a-","1.25","0.25","4","+m6","E-","1_i.krn","-m3",NA,NA
"383","ii","16f","1.5","0.25","2","-m3","E-","1_i.krn","+P5",NA,NA
"384","ii","16cc","1.75","0.25","6","+P5","E-","1_i.krn","-M3",NA,NA
"385","ii","16a-","2","0.25","4","-M3","E-","1_i.krn","+M6",NA,NA
"386","ii","16ff","2.25","0.25","2","+M6","E-","1_i.krn","-P4",NA,NA
"387","ii","16cc","2.5","0.25","6","-P4","E-","1_i.krn","+m6",NA,NA
"388","ii","16aa-","2.75","0.25","4","+m6","E-","1_i.krn","+M2",NA,NA
"389","V7/ii","4bb-","3","1","5","+M2","E-","1_i.krn","-d12",NA,NA
"391","V7/ii","16e","1","0.25","1+","-d12","E-","1_i.krn","+m6",NA,NA
"392","V7/ii","16cc","1.25","0.25","6","+m6","E-","1_i.krn","-P4",NA,NA
"393","V7/ii","16g","1.5","0.25","3","-P4","E-","1_i.krn","+M6",NA,NA
"394","V7/ii","16ee","1.75","0.25","1+","+M6","E-","1_i.krn","-M3",NA,NA
"395","V7/ii","16cc","2","0.25","6","-M3","E-","1_i.krn","+P5",NA,NA
"396","V7/ii","16gg","2.25","0.25","3","+P5","E-","1_i.krn","-m3",NA,NA
"397","V7/ii","16ee","2.5","0.25","1+","-m3","E-","1_i.krn","+d5",NA,NA
"398","V7/ii","16bb-","2.75","0.25","5","+d5","E-","1_i.krn","-M2",NA,NA
"399","ii","4aa-","3","1","4","-M2","E-","1_i.krn","-m13",NA,NA
"401","ii","16c","1","0.25","6","-m13","E-","1_i.krn","+m6",NA,NA
"402","ii","16a-","1.25","0.25","4","+m6","E-","1_i.krn","-m3",NA,NA
"403","ii","16f","1.5","0.25","2","-m3","E-","1_i.krn","+P5",NA,NA
"404","ii","16cc","1.75","0.25","6","+P5","E-","1_i.krn","-M3",NA,NA
"405","ii","16a-","2","0.25","4","-M3","E-","1_i.krn","+M6",NA,NA
"406","ii","16ff","2.25","0.25","2","+M6","E-","1_i.krn","-P4",NA,NA
"407","ii","16cc","2.5","0.25","6","-P4","E-","1_i.krn","+m6",NA,NA
"408","ii","16aa-","2.75","0.25","4","+m6","E-","1_i.krn","P1",NA,NA
"409","V","4aa-","3","1","4","P1","E-","1_i.krn","-m14",NA,NA
"411","V","16B-","1","0.25","5","-m14","E-","1_i.krn","+P5",NA,NA
"412","V","16f","1.25","0.25","2","+P5","E-","1_i.krn","-m3",NA,NA
"413","V","16d","1.5","0.25","7","-m3","E-","1_i.krn","+m6",NA,NA
"414","V","16b-","1.75","0.25","5","+m6","E-","1_i.krn","-P4",NA,NA
"415","V","16f","2","0.25","2","-P4","E-","1_i.krn","+M6",NA,NA
"416","V","16dd","2.25","0.25","7","+M6","E-","1_i.krn","-M3",NA,NA
"417","V","16b-","2.5","0.25","5","-M3","E-","1_i.krn","+m7",NA,NA
"418","V","16aa-","2.75","0.25","4","+m7","E-","1_i.krn","-m2",NA,NA
"419","I","4gg","3","1","3","-m2","E-","1_i.krn","-M13",NA,NA
"421","I","16B-","1","0.25","5","-M13","E-","1_i.krn","+M6",NA,NA
"422","I","16g","1.25","0.25","3","+M6","E-","1_i.krn","-M3",NA,NA
"423","I","16e-","1.5","0.25","1","-M3","E-","1_i.krn","+P5",NA,NA
"424","I","16b-","1.75","0.25","5","+P5","E-","1_i.krn","-m3",NA,NA
"425","I","16g","2","0.25","3","-m3","E-","1_i.krn","+m6",NA,NA
"426","I","16ee-","2.25","0.25","1","+m6","E-","1_i.krn","-P4",NA,NA
"427","I","16b-","2.5","0.25","5","-P4","E-","1_i.krn","+M6",NA,NA
"428","I","16gg","2.75","0.25","3","+M6","E-","1_i.krn","-M2",NA,NA
"429","V7/vi","4ff","3","1","2","-M2","E-","1_i.krn","-d12",NA,NA
"431","V7/vi","16B","1","0.25","5+","-d12","E-","1_i.krn","+m6",NA,NA
"432","V7/vi","16g","1.25","0.25","3","+m6","E-","1_i.krn","-P4",NA,NA
"433","V7/vi","16d","1.5","0.25","7","-P4","E-","1_i.krn","+M6",NA,NA
"434","V7/vi","16b","1.75","0.25","5+","+M6","E-","1_i.krn","-M3",NA,NA
"435","V7/vi","16g","2","0.25","3","-M3","E-","1_i.krn","+P5",NA,NA
"436","V7/vi","16dd","2.25","0.25","7","+P5","E-","1_i.krn","-m3",NA,NA
"437","V7/vi","16b","2.5","0.25","5+","-m3","E-","1_i.krn","+d5",NA,NA
"438","V7/vi","16ff","2.75","0.25","2","+d5","E-","1_i.krn","-M2",NA,NA
"439","vi","4ee-","3","1","1","-M2","E-","1_i.krn","-m10",NA,NA
"441","vi","16c","1","0.25","6","-m10","E-","1_i.krn","+P5",NA,NA
"442","vi","16g","1.25","0.25","3","+P5","E-","1_i.krn","-M3",NA,NA
"443","vi","16e-","1.5","0.25","1","-M3","E-","1_i.krn","+M6",NA,NA
"444","vi","16cc","1.75","0.25","6","+M6","E-","1_i.krn","-P4",NA,NA
"445","vi","16g","2","0.25","3","-P4","E-","1_i.krn","+m6",NA,NA
"446","vi","16ee-","2.25","0.25","1","+m6","E-","1_i.krn","-m3",NA,NA
"447","vi","16cc","2.5","0.25","6","-m3","E-","1_i.krn","+P5",NA,NA
"448","vi","16gg","2.75","0.25","3","+P5","E-","1_i.krn","+m2",NA,NA
"449","viioD7/vi","4aa-","3","1","4","+m2","E-","1_i.krn","-m2",NA,NA
"451","vi","4gg","1","1","3","-m2","E-","1_i.krn","-M2",NA,NA
"452","vi","16ff","2","0.25","2","-M2","E-","1_i.krn","-M2",NA,NA
"453","vi","16ee-","2.25","0.25","1","-M2","E-","1_i.krn","-m2",NA,NA
"454","vi","16dd","2.5","0.25","7","-m2","E-","1_i.krn","-M2",NA,NA
"455","vi","16cc","2.75","0.25","6","-M2","E-","1_i.krn","+m6",NA,NA
"456","viioD7/vi","2aa-","3","2","4","+m6","E-","1_i.krn","-m2",NA,NA
"457","vi","4gg","1","1","3","-m2","E-","1_i.krn","-M2",NA,NA
"458","vi","16ff","2","0.25","2","-M2","E-","1_i.krn","-M2",NA,NA
"459","vi","16ee-","2.25","0.25","1","-M2","E-","1_i.krn","-m2",NA,NA
"460","vi","16dd","2.5","0.25","7","-m2","E-","1_i.krn","-M2",NA,NA
"461","vi","16cc","2.75","0.25","6","-M2","E-","1_i.krn","+m2",NA,NA
"462","N/vi","16dd-","3","0.25","7-","+m2","E-","1_i.krn","P1",NA,NA
"463","N/vi","16dd-","3.25","0.25","7-","P1","E-","1_i.krn","-m2",NA,NA
"464","N/vi","16cc","3.5","0.25","6","-m2","E-","1_i.krn","+m2",NA,NA
"465","N/vi","16dd-","3.75","0.25","7-","+m2","E-","1_i.krn","+M2",NA,NA
"466","N/vi","16ee-","4","0.25","1","+M2","E-","1_i.krn","-M2",NA,NA
"467","N/vi","16dd-","4.25","0.25","7-","-M2","E-","1_i.krn","+M3",NA,NA
"468","N/vi","16ff","4.5","0.25","2","+M3","E-","1_i.krn","-M3",NA,NA
"469","N/vi","16dd-","4.75","0.25","7-","-M3","E-","1_i.krn","+P5",NA,NA
"470","N/vi","4aa-","1","1","4","+P5","E-","1_i.krn","-m2",NA,NA
"471","N/vi","16gg","2","0.25","3","-m2","E-","1_i.krn","-M2",NA,NA
"472","N/vi","16ff","2.25","0.25","2","-M2","E-","1_i.krn","-M2",NA,NA
"473","N/vi","16ee-","2.5","0.25","1","-M2","E-","1_i.krn","-m2",NA,NA
"474","N/vi","16dd","2.75","0.25","7","-m2","E-","1_i.krn","-M2",NA,NA
"475","viioD7/V/vi","4.cc","3","1.5","6","-M2","E-","1_i.krn","+M2",NA,NA
"477","V7/vi","8dd","4.5","0.5","7","+M2","E-","1_i.krn","+m2",NA,NA
"479","vi","16ee-","1.25","0.25","1","+m2","E-","1_i.krn","+P4",NA,NA
"480","vi","16aa-","1.5","0.25","4","+P4","E-","1_i.krn","-m2",NA,NA
"481","vi","16gg","1.75","0.25","3","-m2","E-","1_i.krn","P1",NA,NA
"482","vi","8gg","2","0.5","3","P1","E-","1_i.krn","-M3",NA,NA
"484","vi","16ee-","3.25","0.25","1","-M3","E-","1_i.krn","+P4",NA,NA
"485","vi","16aa-","3.5","0.25","4","+P4","E-","1_i.krn","-m2",NA,NA
"486","vi","16gg","3.75","0.25","3","-m2","E-","1_i.krn","P1",NA,NA
"487","vi","8gg","4","0.5","3","P1","E-","1_i.krn","-P5",NA,NA
"490","vi","16cc","1.25","0.25","6","-P5","E-","1_i.krn","+M7",NA,NA
"491","vi","16bb","1.5","0.25","5+","+M7","E-","1_i.krn","+m2",NA,NA
"492","vi","16ccc","1.75","0.25","6","+m2","E-","1_i.krn","P1",NA,NA
"493","vi","8ccc","2","0.5","6","P1","E-","1_i.krn","-M6",NA,NA
"494","vi","8ee-","2.5","0.5","1","-M6","E-","1_i.krn","-m2",NA,NA
"495","iio/vi","8dd","3","0.5","7","-m2","E-","1_i.krn","+d5",NA,NA
"496","iio/vi","8aa-","3.5","0.5","4","+d5","E-","1_i.krn","-m2",NA,NA
"497","V/vi","8gg","4","0.5","3","-m2","E-","1_i.krn","-m6",NA,NA
"498","V/vi","8b","4.5","0.5","5+","-m6","E-","1_i.krn","+m2",NA,NA
"499","vi","4cc","1","1","6","+m2","E-","1_i.krn","P1",NA,NA
"501","vi","4cc","1","1","6","P1","E-","1_i.krn","+m2",NA,NA
"502","vi","8dd-","2","0.5","7-","+m2","E-","1_i.krn","-m3",NA,NA
"503","vi","8b-","2.5","0.5","5","-m3","E-","1_i.krn","-M2",NA,NA
"504","ii","4a-","3","1","4","-M2","E-","1_i.krn","+M2",NA,NA
"505","ii","8b-","4","0.5","5","+M2","E-","1_i.krn","-m3",NA,NA
"506","ii","8g","4.5","0.5","3","-m3","E-","1_i.krn","-M2",NA,NA
"507","ii","4f","1","1","2","-M2","E-","1_i.krn","+P8",NA,NA
"509","ii","4ff","3","1","2","+P8","E-","1_i.krn","+m2",NA,NA
"510","V7/V","8gg-","4","0.5","3-","+m2","E-","1_i.krn","-m3",NA,NA
"511","V7/V","8ee-","4.5","0.5","1","-m3","E-","1_i.krn","-M2",NA,NA
"512","v","4dd-","1","1","7-","-M2","E-","1_i.krn","+M2",NA,NA
"513","v","8ee-","2","0.5","1","+M2","E-","1_i.krn","-m3",NA,NA
"514","v","8cc","2.5","0.5","6","-m3","E-","1_i.krn","-M2",NA,NA
"515","v","4b-","3","1","5","-M2","E-","1_i.krn","+P4",NA,NA
"517","V7/IV","4ee-","1","1","1","+P4","E-","1_i.krn","+M2",NA,NA
"518","V7/IV","8ff","2","0.5","2","+M2","E-","1_i.krn","-M3",NA,NA
"519","V7/IV","8dd-","2.5","0.5","7-","-M3","E-","1_i.krn","-m2",NA,NA
"520","IV","4cc","3","1","6","-m2","E-","1_i.krn","+m2",NA,NA
"521","IV","8dd-","4","0.5","7-","+m2","E-","1_i.krn","-m3",NA,NA
"522","IV","8b-","4.5","0.5","5","-m3","E-","1_i.krn","-M2",NA,NA
"523","IV","4a-","1","1","4","-M2","E-","1_i.krn","-m2",NA,NA
"524","IV","8g","2","0.5","3","-m2","E-","1_i.krn","-M2",NA,NA
"525","IV","8f","2.5","0.5","2","-M2","E-","1_i.krn","-M2",NA,NA
"526","IV","8e-","3","0.5","1","-M2","E-","1_i.krn","P1",NA,NA
"527","IV","8e-","3.5","0.5","1","P1","E-","1_i.krn","P1",NA,NA
"528","IV","8e-","4","0.5","1","P1","E-","1_i.krn","P1",NA,NA
"529","IV","8e-","4.5","0.5","1","P1","E-","1_i.krn","P1",NA,NA
"530","IV","4.e-","1","1.5","1","P1","E-","1_i.krn","+M2",NA,NA
"531","IV","16f","2.5","0.25","2","+M2","E-","1_i.krn","+M2",NA,NA
"532","IV","16g","2.75","0.25","3","+M2","E-","1_i.krn","+m2",NA,NA
"533","IV","8a-","3","0.5","4","+m2","E-","1_i.krn","+P5",NA,NA
"534","IV","8ee-","3.5","0.5","1","+P5","E-","1_i.krn","P1",NA,NA
"535","IV","8ee-","4","0.5","1","P1","E-","1_i.krn","P1",NA,NA
"536","IV","8ee-","4.5","0.5","1","P1","E-","1_i.krn","P1",NA,NA
"537","IV","4.ee-","1","1.5","1","P1","E-","1_i.krn","+M2",NA,NA
"538","IV","16ff","2.5","0.25","2","+M2","E-","1_i.krn","+M2",NA,NA
"539","IV","16gg","2.75","0.25","3","+M2","E-","1_i.krn","+m2",NA,NA
"540","IV","8aa-","3","0.5","4","+m2","E-","1_i.krn","+M2",NA,NA
"542","IV","16bb-","3.75","0.25","5","+M2","E-","1_i.krn","+M2",NA,NA
"543","IV","8ccc","4","0.5","6","+M2","E-","1_i.krn","-M2",NA,NA
"545","IV","16bb-","4.75","0.25","5","-M2","E-","1_i.krn","-M2",NA,NA
"546","IV","8aa-","1","0.5","4","-M2","E-","1_i.krn","-m2",NA,NA
"548","IV","16gg","1.75","0.25","3","-m2","E-","1_i.krn","-M2",NA,NA
"549","IV","8ff","2","0.5","2","-M2","E-","1_i.krn","-M2",NA,NA
"551","IV","16ee-","2.75","0.25","1","-M2","E-","1_i.krn","-m2",NA,NA
"552","V7","8dd","3","0.5","7","-m2","E-","1_i.krn","+m6",NA,NA
"555","V7","16bb-","4.75","0.25","5","+m6","E-","1_i.krn","-M2",NA,NA
"556","V7","8aa-","1","0.5","4","-M2","E-","1_i.krn","-m2",NA,NA
"559","V7","16gg","2.75","0.25","3","-m2","E-","1_i.krn","-M2",NA,NA
"560","V7","8ff","3","0.5","2","-M2","E-","1_i.krn","-M2",NA,NA
"562","V7","16ee-","3.75","0.25","1","-M2","E-","1_i.krn","-m2",NA,NA
"563","V7","8dd","4","0.5","7","-m2","E-","1_i.krn","-M2",NA,NA
"565","V7","16cc","4.75","0.25","6","-M2","E-","1_i.krn","-M2",NA,NA
"566","I","4b-","1","1","5","-M2","E-","1_i.krn","+M2",NA,NA
"567","I","8cc","2","0.5","6","+M2","E-","1_i.krn","-M3",NA,NA
"568","I","8a-","2.5","0.5","4","-M3","E-","1_i.krn","-m2",NA,NA
"569","I","4g","3","1","3","-m2","E-","1_i.krn","+m2",NA,NA
"570","I","8a-","4","0.5","4","+m2","E-","1_i.krn","-m3",NA,NA
"571","I","8f","4.5","0.5","2","-m3","E-","1_i.krn","-M2",NA,NA
"572","I","4e-","1","1","1","-M2","E-","1_i.krn","-m2",NA,NA
"573","I","8d","2","0.5","7","-m2","E-","1_i.krn","-M2",NA,NA
"574","I","8c","2.5","0.5","6","-M2","E-","1_i.krn","-M2",NA,NA
"575","I","8B-","3","0.5","5","-M2","E-","1_i.krn","P1",NA,NA
"576","I","8B-","3.5","0.5","5","P1","E-","1_i.krn","P1",NA,NA
"577","I","8B-","4","0.5","5","P1","E-","1_i.krn","P1",NA,NA
"578","I","8B-","4.5","0.5","5","P1","E-","1_i.krn","P1",NA,NA
"579","I","4.B-","1","1.5","5","P1","E-","1_i.krn","+M2",NA,NA
"580","I","16c","2.5","0.25","6","+M2","E-","1_i.krn","+M2",NA,NA
"581","I","16d","2.75","0.25","7","+M2","E-","1_i.krn","+m2",NA,NA
"582","I","16e-","3","0.25","1","+m2","E-","1_i.krn","+M2",NA,NA
"583","I","16f","3.25","0.25","2","+M2","E-","1_i.krn","+M2",NA,NA
"584","I","16g","3.5","0.25","3","+M2","E-","1_i.krn","+m2",NA,NA
"585","I","16a-","3.75","0.25","4","+m2","E-","1_i.krn","+M2",NA,NA
"586","I","16b-","4","0.25","5","+M2","E-","1_i.krn","+M2",NA,NA
"587","I","16cc","4.25","0.25","6","+M2","E-","1_i.krn","+M2",NA,NA
"588","I","16dd","4.5","0.25","7","+M2","E-","1_i.krn","+m2",NA,NA
"589","I","16ee-","4.75","0.25","1","+m2","E-","1_i.krn","-P4",NA,NA
"590","I","4b-","1","1","5","-P4","E-","1_i.krn","-M2",NA,NA
"591","I","4a-","2","1","4","-M2","E-","1_i.krn","-m2",NA,NA
"592","I","4g","3","1","3","-m2","E-","1_i.krn","+m10",NA,NA
"595","I","4bb-","3","1","5","+m10","E-","1_i.krn","+M2",NA,NA
"596","I","16ccc","4","0.25","6","+M2","E-","1_i.krn","-M3",NA,NA
"597","I","16aa-","4.25","0.25","4","-M3","E-","1_i.krn","+M3",NA,NA
"598","I","16ccc","4.5","0.25","6","+M3","E-","1_i.krn","-M3",NA,NA
"599","I","16aa-","4.75","0.25","4","-M3","E-","1_i.krn","-m2",NA,NA
"600","I","4gg","1","1","3","-m2","E-","1_i.krn","-M3",NA,NA
"602","I","16ee-","3","0.25","1","-M3","E-","1_i.krn","-m2",NA,NA
"603","I","16dd","3.25","0.25","7","-m2","E-","1_i.krn","+m2",NA,NA
"604","I","16ee-","3.5","0.25","1","+m2","E-","1_i.krn","-P4",NA,NA
"605","I","16b-","3.75","0.25","5","-P4","E-","1_i.krn","-M2",NA,NA
"606","I","16a-","4","0.25","4","-M2","E-","1_i.krn","-m2",NA,NA
"607","I","16g","4.25","0.25","3","-m2","E-","1_i.krn","-M2",NA,NA
"608","I","16f","4.5","0.25","2","-M2","E-","1_i.krn","-M2",NA,NA
"609","I","16e-","4.75","0.25","1","-M2","E-","1_i.krn","-m2",NA,NA
"610","V","8d","1","0.5","7","-m2","E-","1_i.krn","+m6",NA,NA
"611","V","8b-","1.5","0.5","5","+m6","E-","1_i.krn","P1",NA,NA
"612","V","8b-","2","0.5","5","P1","E-","1_i.krn","P1",NA,NA
"613","V","8b-","2.5","0.5","5","P1","E-","1_i.krn","+P4",NA,NA
"614","I","16ee-","3","0.25","1","+P4","E-","1_i.krn","-m2",NA,NA
"615","I","16dd","3.25","0.25","7","-m2","E-","1_i.krn","+m2",NA,NA
"616","I","16ee-","3.5","0.25","1","+m2","E-","1_i.krn","-P4",NA,NA
"617","I","16b-","3.75","0.25","5","-P4","E-","1_i.krn","-M2",NA,NA
"618","I","16a-","4","0.25","4","-M2","E-","1_i.krn","-m2",NA,NA
"619","I","16g","4.25","0.25","3","-m2","E-","1_i.krn","-M2",NA,NA
"620","I","16f","4.5","0.25","2","-M2","E-","1_i.krn","-M2",NA,NA
"621","I","16e-","4.75","0.25","1","-M2","E-","1_i.krn","-m2",NA,NA
"622","V","8d","1","0.5","7","-m2","E-","1_i.krn","+m6",NA,NA
"623","V","8b-","1.5","0.5","5","+m6","E-","1_i.krn","P1",NA,NA
"624","V","8b-","2","0.5","5","P1","E-","1_i.krn","P1",NA,NA
"625","V","8b-","2.5","0.5","5","P1","E-","1_i.krn","+P4",NA,NA
"626","vi7","16ee-","3","0.25","1","+P4","E-","1_i.krn","-m2",NA,NA
"627","vi7","16dd","3.25","0.25","7","-m2","E-","1_i.krn","+m2",NA,NA
"628","vi7","16ee-","3.5","0.25","1","+m2","E-","1_i.krn","-m6",NA,NA
"629","vi7","16g","3.75","0.25","3","-m6","E-","1_i.krn","+m2",NA,NA
"630","ii","16a-","4","0.25","4","+m2","E-","1_i.krn","+P8",NA,NA
"631","ii","16aa-","4.25","0.25","4","+P8","E-","1_i.krn","-m3",NA,NA
"632","ii","16ff","4.5","0.25","2","-m3","E-","1_i.krn","-M2",NA,NA
"633","ii","16ee-","4.75","0.25","1","-M2","E-","1_i.krn","-m2",NA,NA
"634","V7","16dd","1","0.25","7","-m2","E-","1_i.krn","-M2",NA,NA
"635","V7","16cc","1.25","0.25","6","-M2","E-","1_i.krn","+M2",NA,NA
"636","V7","16dd","1.5","0.25","7","+M2","E-","1_i.krn","-M6",NA,NA
"637","V7","16f","1.75","0.25","2","-M6","E-","1_i.krn","+M2",NA,NA
"638","IM7","16g","2","0.25","3","+M2","E-","1_i.krn","+P5",NA,NA
"639","IM7","16dd","2.25","0.25","7","+P5","E-","1_i.krn","+m2",NA,NA
"640","IM7","16ee-","2.5","0.25","1","+m2","E-","1_i.krn","-m2",NA,NA
"641","IM7","16dd","2.75","0.25","7","-m2","E-","1_i.krn","-M2",NA,NA
"642","IVM7","16cc","3","0.25","6","-M2","E-","1_i.krn","-M2",NA,NA
"643","IVM7","16b-","3.25","0.25","5","-M2","E-","1_i.krn","+M2",NA,NA
"644","IVM7","16cc","3.5","0.25","6","+M2","E-","1_i.krn","-M6",NA,NA
"645","IVM7","16e-","3.75","0.25","1","-M6","E-","1_i.krn","+M2",NA,NA
"646","viio","16f","4","0.25","2","+M2","E-","1_i.krn","+P8",NA,NA
"647","viio","16ff","4.25","0.25","2","+P8","E-","1_i.krn","-m3",NA,NA
"648","viio","16dd","4.5","0.25","7","-m3","E-","1_i.krn","-M2",NA,NA
"649","viio","16cc","4.75","0.25","6","-M2","E-","1_i.krn","-M2",NA,NA
"650","iiim7","16b-","1","0.25","5","-M2","E-","1_i.krn","-m2",NA,NA
"651","iiim7","16a","1.25","0.25","4+","-m2","E-","1_i.krn","+m2",NA,NA
"652","iiim7","16b-","1.5","0.25","5","+m2","E-","1_i.krn","-m6",NA,NA
"653","iiim7","16d","1.75","0.25","7","-m6","E-","1_i.krn","+m2",NA,NA
"654","vim7","16e-","2","0.25","1","+m2","E-","1_i.krn","+P5",NA,NA
"655","vim7","16b-","2.25","0.25","5","+P5","E-","1_i.krn","+M2",NA,NA
"656","vim7","16cc","2.5","0.25","6","+M2","E-","1_i.krn","-M2",NA,NA
"657","vim7","16b-","2.75","0.25","5","-M2","E-","1_i.krn","-M2",NA,NA
"658","V/V","16a-","3","0.25","4","-M2","E-","1_i.krn","-m2",NA,NA
"659","V/V","16g","3.25","0.25","3","-m2","E-","1_i.krn","+m2",NA,NA
"660","V/V","16a-","3.5","0.25","4","+m2","E-","1_i.krn","-m3",NA,NA
"661","V/V","16f","3.75","0.25","2","-m3","E-","1_i.krn","+M2",NA,NA
"662","V/V","16g","4","0.25","3","+M2","E-","1_i.krn","-M2",NA,NA
"663","V/V","16f","4.25","0.25","2","-M2","E-","1_i.krn","+M2",NA,NA
"664","V/V","16g","4.5","0.25","3","+M2","E-","1_i.krn","-M3",NA,NA
"665","V/V","16e-","4.75","0.25","1","-M3","E-","1_i.krn","+P5",NA,NA
"666","V","2.b-","1","3","5","+P5","E-","1_i.krn","+m2",NA,NA
"667","V","8cc-","4","0.5","6+","+m2","E-","1_i.krn","-d3",NA,NA
"668","V","8a","4.5","0.5","4+","-d3","E-","1_i.krn","+m2",NA,NA
"669","V","2.b-","1","3","5","+m2","E-","1_i.krn","+m2",NA,NA
"670","V","8cc-","4","0.5","6+","+m2","E-","1_i.krn","-d3",NA,NA
"671","V","8a","4.5","0.5","4+","-d3","E-","1_i.krn","+m2",NA,NA
"672","V","8.b-","1","0.75","5","+m2","E-","1_i.krn","-m2",NA,NA
"673","V","16a","1.75","0.25","4+","-m2","E-","1_i.krn","+m2",NA,NA
"674","V","8.b-","2","0.75","5","+m2","E-","1_i.krn","-m2",NA,NA
"675","V","16a","2.75","0.25","4+","-m2","E-","1_i.krn","+m2",NA,NA
"676","I","2b-","3","2","5","+m2","E-","1_i.krn","+m3",NA,NA
"677","V7/ii","4.dd-","1","1.5","7-","+m3","E-","1_i.krn","-m2",NA,NA
"678","V7/ii","8cc","2.5","0.5","6","-m2","E-","1_i.krn","P1",NA,NA
"679","V7/ii","[2cc","3","2","6","P1","E-","1_i.krn","+M3",NA,NA
"681","ii","16ee","1.25","0.25","1+","+M3","E-","1_i.krn","+m2",NA,NA
"682","ii","16ff","1.5","0.25","2","+m2","E-","1_i.krn","+M2",NA,NA
"683","ii","16gg","1.75","0.25","3","+M2","E-","1_i.krn","+m2",NA,NA
"684","ii","16aa-","2","0.25","4","+m2","E-","1_i.krn","-m2",NA,NA
"685","ii","16gg","2.25","0.25","3","-m2","E-","1_i.krn","+m3",NA,NA
"686","ii","16bb-","2.5","0.25","5","+m3","E-","1_i.krn","-M2",NA,NA
"687","ii","16aa-","2.75","0.25","4","-M2","E-","1_i.krn","+M3",NA,NA
"688","ii","8ccc","3","0.5","6","+M3","E-","1_i.krn","-d8",NA,NA
"690","V7","4.cc-","1","1.5","6+","-d8","E-","1_i.krn","-m2",NA,NA
"691","V7","8b-","2.5","0.5","5","-m2","E-","1_i.krn","P1",NA,NA
"692","V7","[2b-","3","2","5","P1","E-","1_i.krn","+M3",NA,NA
"694","I","16dd","1.25","0.25","7","+M3","E-","1_i.krn","+m2",NA,NA
"695","I","16ee-","1.5","0.25","1","+m2","E-","1_i.krn","+M2",NA,NA
"696","I","16ff","1.75","0.25","2","+M2","E-","1_i.krn","+M2",NA,NA
"697","I","16gg","2","0.25","3","+M2","E-","1_i.krn","-M2",NA,NA
"698","I","16ff","2.25","0.25","2","-M2","E-","1_i.krn","+m3",NA,NA
"699","I","16aa-","2.5","0.25","4","+m3","E-","1_i.krn","-m2",NA,NA
"700","I","16gg","2.75","0.25","3","-m2","E-","1_i.krn","+m3",NA,NA
"701","I","8bb-","3","0.5","5","+m3","E-","1_i.krn","-M2",NA,NA
"704","I","16aa-","4.75","0.25","4","-M2","E-","1_i.krn","-m2",NA,NA
"705","I","8gg","1","0.5","3","-m2","E-","1_i.krn","-M2",NA,NA
"707","I","16ff","1.75","0.25","2","-M2","E-","1_i.krn","-M2",NA,NA
"708","I","8ee-","2","0.5","1","-M2","E-","1_i.krn","-m2",NA,NA
"710","I","16dd","2.75","0.25","7","-m2","E-","1_i.krn","-M2",NA,NA
"711","IV","8cc","3","0.5","6","-M2","E-","1_i.krn","-M2",NA,NA
"714","IV","16b-","4.75","0.25","5","-M2","E-","1_i.krn","-M2",NA,NA
"715","IV","8a-","1","0.5","4","-M2","E-","1_i.krn","-m2",NA,NA
"717","IV","16g","1.75","0.25","3","-m2","E-","1_i.krn","-M2",NA,NA
"718","IV","8f","2","0.5","2","-M2","E-","1_i.krn","+P5",NA,NA
"720","IV","16cc","2.75","0.25","6","+P5","E-","1_i.krn","-m6",NA,NA
"721","viioD7/ii","4e","3","1","1+","-m6","E-","1_i.krn","+m2",NA,NA
"722","ii","8f","4","0.5","2","+m2","E-","1_i.krn","+P5",NA,NA
"723","ii","16cc","4.5","0.25","6","+P5","E-","1_i.krn","-M3",NA,NA
"724","ii","16a-","4.75","0.25","4","-M3","E-","1_i.krn","-m2",NA,NA
"725","I","4g","1","1","3","-m2","E-","1_i.krn","-M2",NA,NA
