"","function","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"1318","8T","IV","8ff","2.5","0.5","4","+m2","C","cat_themes.krn","0","0","+M2",NA,NA
"1319","4T","I","4gg","3","1","5","+M2","C","cat_themes.krn","0","0","+M2",NA,NA
"1320","4P","ii","12aaL","1","0.333333","6","+M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1321","4P","ii","12gg","1.33333","0.333333","5","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1323","4P","ii","12ffJ","1.66667","0.333333","4","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1324","4D","C","4ee","2","1","3","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1325","4D","V7","4dd","3","1","2","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1326","2.T","I","4cc","1","1","1","-M2","C","cat_themes.krn","0","1","[cc]",NA,NA
"1330","2.T","i","4..cc","2","1.75","1","[cc]","c","cat_themes.krn","1","0","+m3",NA,NA
"1331","2.T","i","16ee-","3.75","0.25","3","+m3","c","cat_themes.krn","0","0","-m2",NA,NA
"1332","2.T","V","8dd'","1","0.5","2","-m2","c","cat_themes.krn","0","1","-P5",NA,NA
"1334","2.T","V","4.g","2","1.5","5","-P5","c","cat_themes.krn","1","0","P1",NA,NA
"1335","2.T","V","(40gLLL","3.5","0.1","5","P1","c","cat_themes.krn","0","0","+M2",NA,NA
"1336","2.T","V","40a","3.6","0.1","6+","+M2","c","cat_themes.krn","0","0","+M2",NA,NA
"1337","2.T","V","40b","3.7","0.1","7","+M2","c","cat_themes.krn","0","0","+m2",NA,NA
"1338","2.T","V","40cc","3.8","0.1","1","+m2","c","cat_themes.krn","0","0","+M2",NA,NA
"1339","2.T","V","40ddJJJ","3.9","0.1","2","+M2","c","cat_themes.krn","0","0","+M2",NA,NA
"1340","2.T","V7/IV","8een')","1","0.5","3+","+M2","c","cat_themes.krn","0","1","P1",NA,NA
"1342","2.T","V7/IV","4..ee","2","1.75","3+","P1","c","cat_themes.krn","1","0","+m3",NA,NA
"1343","2.T","V7/IV","16gg","3.75","0.25","5","+m3","c","cat_themes.krn","0","0","-M2",NA,NA
"1344","2.P","IV","8ff'","1","0.5","4","-M2","c","cat_themes.krn","0","1","-P8",NA,NA
"1346","2.P","IV","4.f","2","1.5","4","-P8","c","cat_themes.krn","1","0","+P5",NA,NA
"1347","2.P","IV","(32ccLLL","3.5","0.125","1","+P5","c","cat_themes.krn","0","0","+M2",NA,NA
"1348","2.P","IV","32dd","3.625","0.125","2","+M2","c","cat_themes.krn","0","0","+M2",NA,NA
"1349","2.P","IV","32een","3.75","0.125","3+","+M2","c","cat_themes.krn","0","0","+m2",NA,NA
"1350","2.P","IV","32ffJJJ","3.875","0.125","4","+m2","c","cat_themes.krn","0","0","A1",NA,NA
"1351","2.P","Gn","8ff#')","1","3","4+","A1","c","cat_themes.krn","0","1","-P8",NA,NA
"1353","2.P","Gn","4.f#","2","3","4+","-P8","c","cat_themes.krn","1","0","+d5",NA,NA
"1354","2.P","Gn","(32ccLLL","3.5","3","1","+d5","c","cat_themes.krn","0","0","+M2",NA,NA
"1355","2.P","Gn","32dd","3.625","3","2","+M2","c","cat_themes.krn","0","0","+m2",NA,NA
"1356","2.P","Gn","32ee-","3.75","3","3","+m2","c","cat_themes.krn","0","0","+A2",NA,NA
"1357","2.P","Gn","32ff#JJJ","3.875","3","4+","+A2","c","cat_themes.krn","0","0","+m2",NA,NA
"1358","4D","C","8gg')","1","0.5","5","+m2","c","cat_themes.krn","0","1","+M2",NA,NA
"1360","2D","iv","2aa","2","2","6+","+M2","c","cat_themes.krn","1","1","-d8",NA,NA
"1362","2D","iv","16a-","1.75","0.25","6","-d8","c","cat_themes.krn","1","0","-m3",NA,NA
"1363","2D","iv","8f","2","0.5","4","-m3","c","cat_themes.krn","0","1","+M2",NA,NA
"1365","4D","V","8g","3","0.5","5","+M2","c","cat_themes.krn","1","1","-P5",NA,NA
"1367","2.T","i","8c","1","0.5","1","-P5","c","cat_themes.krn","1","1","[cc]",NA,NA
"1373","8T","I","8cc","2.5","0.5","5","[cc]","F","cat_themes.krn","1","0","P1",NA,NA
"1374","4T","I","4cc","1","1","5","P1","F","cat_themes.krn","0","0","+M2",NA,NA
"1376","8T","IV","8dd","2","0.5","6","+M2","F","cat_themes.krn","0","0","-M2",NA,NA
"1377","8T","I","8cc","2.5","0.5","5","-M2","F","cat_themes.krn","0","0","+M3",NA,NA
"1378","4T","V7","4ee","1","1","7","+M3","F","cat_themes.krn","0","0","+m2",NA,NA
"1379","4T","I","8ff'","2","0.5","1","+m2","F","cat_themes.krn","0","1","-P4",NA,NA
"1381","4T","I","16cc","2.75","0.25","5","-P4","F","cat_themes.krn","1","0","-P5",NA,NA
"1382","8T","I","4f","1","1","1","-P5","F","cat_themes.krn","0","0","P1",NA,NA
"1385","8P","IV","8fL","2","0.5","1","P1","F","cat_themes.krn","0","0","-P4",NA,NA
"1387","16P","V7","16cL","2.5","0.25","5","-P4","F","cat_themes.krn","0","0","P1",NA,NA
"1388","16P","I","16cJJ","2.75","0.25","5","P1","F","cat_themes.krn","0","0","P1",NA,NA
"1389","4D","C","4c","1","1","5","P1","F","cat_themes.krn","0","0","P1",NA,NA
"1393","16D","V","16c","2","0.25","5","P1","F","cat_themes.krn","0","0","[a]",NA,NA
"1394","8.D","V","(16a'","2.25","0.25","3","[a]","F","cat_themes.krn","0","0","+m2",NA,NA
"1395","8.D","V","16b-'","2.5","0.25","4","+m2","F","cat_themes.krn","0","0","A1",NA,NA
"1396","8.D","V","16b'JJ)","2.75","0.25","4+","A1","F","cat_themes.krn","0","1","-A4",NA,NA
"1398","4T","I","8f","1.5","0.5","1","-A4","F","cat_themes.krn","1","0","P1",NA,NA
"1399","8T","IV","8fL","2","0.5","1","P1","F","cat_themes.krn","0","0","P1",NA,NA
"1400","8T","I","8fJ","2.5","0.5","1","P1","F","cat_themes.krn","0","0","+M7",NA,NA
"1401","4T","viioD7","4ee","1","1","7","+M7","F","cat_themes.krn","0","0","+m2",NA,NA
"1402","4T","I","8ff'","2","0.5","1","+m2","F","cat_themes.krn","0","1","P1",NA,NA
"1404","4T","I","16ff","2.75","0.25","1","P1","F","cat_themes.krn","1","0","P1",NA,NA
"1405","4.D","C","16.ff","1","0.375","1","P1","F","cat_themes.krn","0","0","-P4",NA,NA
"1406","4.D","C","32ccJJk)","1.375","0.125","5","-P4","F","cat_themes.krn","0","0","-m3",NA,NA
"1407","4.D","C","4a","1.5","1","3","-m3","F","cat_themes.krn","0","0","+m2",NA,NA
"1409","8D","V7","16.b-","2.5","0.375","4","+m2","F","cat_themes.krn","0","0","-m3",NA,NA
"1410","8D","V7","32g","2.875","0.125","2","-m3","F","cat_themes.krn","0","0","-M2",NA,NA
"1411","4..T","I","16f'","1","0.25","1","-M2","F","cat_themes.krn","0","1","-P4",NA,NA
"1413","4..T","I","16c'","1.5","0.25","5","-P4","F","cat_themes.krn","1","1","-m3",NA,NA
"1415","4..T","I","16A'","2","0.25","3","-m3","F","cat_themes.krn","1","1","[cc]",NA,NA
"1418","16T","I","16cc","2.75","1.25","5","[cc]","F","cat_themes.krn","1","0","-P5",NA,NA
"1419","2T","IV","4f","1","1.25","1","-P5","F","cat_themes.krn","0","0","-P5",NA,NA
"1420","2T","IV","4f","1","1","1","-P5","F","cat_themes.krn","0","0","P1",NA,NA
"1421","2T","IV","4f","2","1","1","P1","F","cat_themes.krn","0","0","P1",NA,NA
"1424","8T","I","8fL","1","1","1","P1","F","cat_themes.krn","0","0","+P4",NA,NA
"1425","8T","V7","8b-J","1.5","1","4","+P4","F","cat_themes.krn","0","0","-m2",NA,NA
"1426","8T","I","8aL","2","0.5","3","-m2","F","cat_themes.krn","0","0","P1",NA,NA
"1427","8T","vi7","8aJ","2.5","0.5","3","P1","F","cat_themes.krn","0","0","-M2",NA,NA
"1428","8T","V","8gL","1","0.75","2","-M2","F","cat_themes.krn","0","0","-m3",NA,NA
"1429","8T","vi/V","(16eL","1.5","0.75","7","-m3","F","cat_themes.krn","0","0","+M2",NA,NA
"1430","8T","vi/V","16f#JJ)","1.75","0.25","1+","+M2","F","cat_themes.krn","0","0","+m2",NA,NA
"1431","8D","C/V","8gL","2","0.5","2","+m2","F","cat_themes.krn","0","0","-M2",NA,NA
"1433","8D","V7/V","8fJ","2.5","0.5","1","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"1435","4.T","I/V","8e","1","0.5","7","-m2","F","cat_themes.krn","0","1","+m2",NA,NA
"1439","8T","V7/V","8f","2.5","0.5","1","+m2","F","cat_themes.krn","1","0","-m2",NA,NA
"1442","4.T","I/V","8e","1","0.5","7","-m2","F","cat_themes.krn","0","1","+m2",NA,NA
"1446","8T","V7/V","8f","2.5","0.5","1","+m2","F","cat_themes.krn","1","0","-m2",NA,NA
"1449","8T","I/V","(8eL","1","0.5","7","-m2","F","cat_themes.krn","0","0","[g]",NA,NA
"1450","4.D","V7","8g","1.5","0.5","2","[g]","F","cat_themes.krn","0","0","+M2",NA,NA
"1451","4.D","V7","8a","2","0.5","3","+M2","F","cat_themes.krn","0","0","+m2",NA,NA
"1452","4.D","V7","8b-","2.5","0.5","4","+m2","F","cat_themes.krn","0","0","+M2",NA,NA
"1453","4T","I","4cc","1","1","5","+M2","F","cat_themes.krn","0","0","+M2",NA,NA
"1455","8T","IV","8dd","2","0.5","6","+M2","F","cat_themes.krn","0","0","-M2",NA,NA
"1456","8T","I","8cc","2.5","0.5","5","-M2","F","cat_themes.krn","0","0","+M3",NA,NA
"1457","4T","V7","4ee","1","1","7","+M3","F","cat_themes.krn","0","0","+m2",NA,NA
"1458","4T","I","8ff'","2","0.5","1","+m2","F","cat_themes.krn","0","1","-P4",NA,NA
"1460","4T","I","16cc","2.75","0.25","5","-P4","F","cat_themes.krn","1","0","-P5",NA,NA
"1461","8T","I","4f","1","1","1","-P5","F","cat_themes.krn","0","0","P1",NA,NA
"1464","8P","IV","8fL","2","0.5","1","P1","F","cat_themes.krn","0","0","-P4",NA,NA
"1466","16P","V7","16cL","2.5","0.25","5","-P4","F","cat_themes.krn","0","0","P1",NA,NA
"1467","16P","I","16cJJ","2.75","0.25","5","P1","F","cat_themes.krn","0","0","P1",NA,NA
"1468","4D","C","4c","1","1","5","P1","F","cat_themes.krn","0","0","P1",NA,NA
"1472","16D","V","16c","2","0.25","5","P1","F","cat_themes.krn","0","0","[a]",NA,NA
"1473","8.D","V","(16a'","2.25","0.25","3","[a]","F","cat_themes.krn","0","0","+m2",NA,NA
"1474","8.D","V","16b-'","2.5","0.25","4","+m2","F","cat_themes.krn","0","0","A1",NA,NA
"1475","8.D","V","16b'JJ)","2.75","0.25","4+","A1","F","cat_themes.krn","0","1","-A4",NA,NA
"1477","4T","I","8f","1.5","0.5","1","-A4","F","cat_themes.krn","1","0","P1",NA,NA
"1478","8T","IV","8fL","2","0.5","1","P1","F","cat_themes.krn","0","0","P1",NA,NA
"1479","8T","I","8fJ","2.5","0.5","1","P1","F","cat_themes.krn","0","0","+M7",NA,NA
"1480","4T","viioD7","4ee","1","1","7","+M7","F","cat_themes.krn","0","0","+m2",NA,NA
"1481","4T","I","8ff'","2","0.5","1","+m2","F","cat_themes.krn","0","1","P1",NA,NA
"1483","4T","I","16ff","2.75","0.25","1","P1","F","cat_themes.krn","1","0","P1",NA,NA
"1484","4.D","C","16.ff","1","0.375","1","P1","F","cat_themes.krn","0","0","-P4",NA,NA
"1485","4.D","C","32ccJJk)","1.375","0.125","5","-P4","F","cat_themes.krn","0","0","-m3",NA,NA
"1486","4.D","C","4a","1.5","1","3","-m3","F","cat_themes.krn","0","0","+m2",NA,NA
"1488","8D","V7","16.b-","2.5","0.375","4","+m2","F","cat_themes.krn","0","0","-m3",NA,NA
"1489","8D","V7","32g","2.875","0.125","2","-m3","F","cat_themes.krn","0","0","-M2",NA,NA
"1490","4.T","I","16f'","1","0.25","1","-M2","F","cat_themes.krn","0","1","-P4",NA,NA
"1492","4.T","I","16c'","1.5","0.25","5","-P4","F","cat_themes.krn","1","1","-m3",NA,NA
"1494","4.T","I","16A'","2","0.25","3","-m3","F","cat_themes.krn","1","1","[a]",NA,NA
"1496","2T","I","8a","1","0.5","5","[a]","D","cat_themes.krn","1","0","-m3",NA,NA
"1497","2T","I","8f#","1.5","0.5","3","-m3","D","cat_themes.krn","0","0","P1",NA,NA
"1498","2T","I","8f#'","2","0.5","3","P1","D","cat_themes.krn","0","0","P1",NA,NA
"1499","2T","I","8f#'","2.5","0.5","3","P1","D","cat_themes.krn","0","0","+m3",NA,NA
"1500","2T","I","8a","1","0.5","5","+m3","D","cat_themes.krn","0","0","-m3",NA,NA
"1501","2T","I","8f#","1.5","0.5","3","-m3","D","cat_themes.krn","0","0","P1",NA,NA
"1502","2T","I","8f#'","2","0.5","3","P1","D","cat_themes.krn","0","0","+P8",NA,NA
"1503","2T","I","8ff#'","2.5","0.5","3","+P8","D","cat_themes.krn","0","0","-M2",NA,NA
"1504","2T","V","16ee","1","0.25","2","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1505","2T","V","16dd","1.25","0.25","1","-M2","D","cat_themes.krn","0","0","-m2",NA,NA
"1506","2T","V","16cc#","1.5","0.25","7","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1507","2T","V","16b","1.75","0.25","6","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1508","2T","V","8a'","2","0.5","5","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1509","2T","V","8g'","2.5","0.5","4","-M2","D","cat_themes.krn","0","0","-m2",NA,NA
"1510","2T","I","8f#'","1","0.5","3","-m2","D","cat_themes.krn","0","0","+m2",NA,NA
"1511","2T","I","8g'","1.5","0.5","4","+m2","D","cat_themes.krn","0","0","+M2",NA,NA
"1512","2T","I","4a","2","1","5","+M2","D","cat_themes.krn","0","0","P1",NA,NA
"1514","2T","I","8a","1","0.5","5","P1","D","cat_themes.krn","0","0","-m3",NA,NA
"1515","2T","I","8f#","1.5","0.5","3","-m3","D","cat_themes.krn","0","0","P1",NA,NA
"1516","2T","I","8f#'","2","0.5","3","P1","D","cat_themes.krn","0","0","P1",NA,NA
"1517","2T","I","8f#'","2.5","0.5","3","P1","D","cat_themes.krn","0","0","+m3",NA,NA
"1518","2T","I","8a","1","0.5","5","+m3","D","cat_themes.krn","0","0","-m3",NA,NA
"1519","2T","I","8f#","1.5","0.5","3","-m3","D","cat_themes.krn","0","0","P1",NA,NA
"1520","2T","I","8f#'","2","0.5","3","P1","D","cat_themes.krn","0","0","+P8",NA,NA
"1521","2T","I","8ff#'","2.5","0.5","3","+P8","D","cat_themes.krn","0","0","-M2",NA,NA
"1522","4T","V","16ee","1","0.25","2","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1523","4T","V","16dd","1.25","0.25","1","-M2","D","cat_themes.krn","0","0","-m2",NA,NA
"1524","4T","V","16cc#","1.5","0.25","7","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1525","4T","V","16b","1.75","0.25","6","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1526","8T","I","8a'","2","0.5","5","-M2","D","cat_themes.krn","0","0","A1",NA,NA
"1527","8D","V7/vi","8a#'","2.5","0.5","5+","A1","D","cat_themes.krn","0","0","+m2",NA,NA
"1528","4T","vi","4b","1","1","6","+m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1529","4T","V","4a","2","1","5","-M2","D","cat_themes.krn","0","0","[dd]",NA,NA
"1530","2T","vi","8dd","1","0.5","1","[dd]","D","cat_themes.krn","0","0","-m3",NA,NA
"1531","2T","vi","8b","1.5","0.5","6","-m3","D","cat_themes.krn","0","0","P1",NA,NA
"1532","2T","vi","8b'","2","0.5","6","P1","D","cat_themes.krn","0","0","P1",NA,NA
"1533","2T","vi","8b'","2.5","0.5","6","P1","D","cat_themes.krn","0","0","+P4",NA,NA
"1534","2T","V7","8ee","1","0.5","2","+P4","D","cat_themes.krn","0","0","-m3",NA,NA
"1535","2T","V7","8cc#","1.5","0.5","7","-m3","D","cat_themes.krn","0","0","P1",NA,NA
"1536","2T","V7","8cc#'","2","0.5","7","P1","D","cat_themes.krn","0","0","P1",NA,NA
"1537","2T","V7","8cc#'","2.5","0.5","7","P1","D","cat_themes.krn","0","0","+m3",NA,NA
"1538","2T","V7","8ee","1","0.5","2","+m3","D","cat_themes.krn","0","0","-m3",NA,NA
"1539","2T","V7","8cc#","1.5","0.5","7","-m3","D","cat_themes.krn","0","0","+m3",NA,NA
"1540","2T","V7","8ee","2","0.5","2","+m3","D","cat_themes.krn","0","0","-m3",NA,NA
"1541","2T","V7","8cc#","2.5","0.5","7","-m3","D","cat_themes.krn","0","0","+P4",NA,NA
"1542","2T","I","8ff#","1","0.5","3","+P4","D","cat_themes.krn","0","0","-M3",NA,NA
"1543","2T","I","8dd","1.5","0.5","1","-M3","D","cat_themes.krn","0","0","+M3",NA,NA
"1544","2T","I","8ff#","2","0.5","3","+M3","D","cat_themes.krn","0","0","-M3",NA,NA
"1545","2T","I","8dd","2.5","0.5","1","-M3","D","cat_themes.krn","0","0","-P4",NA,NA
"1546","2T","I","8a","1","0.5","5","-P4","D","cat_themes.krn","0","0","-m3",NA,NA
"1547","2T","I","8f#","1.5","0.5","3","-m3","D","cat_themes.krn","0","0","P1",NA,NA
"1548","2T","I","8f#'","2","0.5","3","P1","D","cat_themes.krn","0","0","P1",NA,NA
"1549","2T","I","8f#'","2.5","0.5","3","P1","D","cat_themes.krn","0","0","+m3",NA,NA
"1550","2T","I","8a","1","0.5","5","+m3","D","cat_themes.krn","0","0","-m3",NA,NA
"1551","2T","I","8f#","1.5","0.5","3","-m3","D","cat_themes.krn","0","0","P1",NA,NA
"1552","2T","I","8f#'","2","0.5","3","P1","D","cat_themes.krn","0","0","+P8",NA,NA
"1553","2T","I","8ff#'","2.5","0.5","3","+P8","D","cat_themes.krn","0","0","-M2",NA,NA
"1554","4T","V","16ee","1","0.25","2","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1555","4T","V","16dd","1.25","0.25","1","-M2","D","cat_themes.krn","0","0","-m2",NA,NA
"1556","4T","V","16cc#","1.5","0.25","7","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1557","4T","V","16b","1.75","0.25","6","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1558","8T","I","8a'","2","0.5","5","-M2","D","cat_themes.krn","0","0","+M3",NA,NA
"1559","8D","V7","8cc#'","2.5","0.5","7","+M3","D","cat_themes.krn","0","0","+m2",NA,NA
"1560","2T","I","4dd","1","1","1","+m2","D","cat_themes.krn","0","1","[a]",NA,NA
"1562","4T","V","4a","4","1","5","[a]","D","cat_themes.krn","1","0","+P4",NA,NA
"1563","1T","I","4dd","1","1","1","+P4","D","cat_themes.krn","0","0","P1",NA,NA
"1564","1T","I","(8ddL","2","0.5","1","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"1565","1T","I","8eeJ","2.5","0.5","2","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1566","1T","I","4dd)","3","1","1","-M2","D","cat_themes.krn","0","0","P1",NA,NA
"1567","1T","I","4dd","4","1","1","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"1569","2.T","V","(8eeL)","1","0.5","2","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1570","2.T","V","8dd","1.5","0.5","1","-M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1571","2.T","V","8ee","2","0.5","2","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1572","2.T","V","8ff#J","2.5","0.5","3","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1573","2.T","V","4ee","3","1","2","-M2","D","cat_themes.krn","0","0","+P4",NA,NA
"1574","4T","V7","8aaL","4","0.5","5","+P4","D","cat_themes.krn","0","0","-M2",NA,NA
"1575","4T","V7","8ggJ)","4.5","0.5","4","-M2","D","cat_themes.krn","0","0","P1",NA,NA
"1576","2T","I","(4gg","1","1","4","P1","D","cat_themes.krn","0","0","-m2",NA,NA
"1578","2T","I","4ff#","2","1","3","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1580","2T","V","4ee)","3","1","2","-M2","D","cat_themes.krn","0","0","+P4",NA,NA
"1581","2T","V","4aa","4","1","5","+P4","D","cat_themes.krn","0","0","P1",NA,NA
"1582","2T","V7","(4aa","1","1","5","P1","D","cat_themes.krn","0","0","-M2",NA,NA
"1583","2T","V7","4gg","2","1","4","-M2","D","cat_themes.krn","0","0","-m2",NA,NA
"1584","2T","I","2ff#)","3","2","3","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1587","2.P","ii","(4ee","1","1","2","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1588","2.P","ii","4dd","2","1","1","-M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1589","2.P","ii","8eeL","3","0.5","2","+M2","D","cat_themes.krn","0","0","+m3",NA,NA
"1590","2.P","ii","8gg","3.5","0.5","4","+m3","D","cat_themes.krn","0","0","-m2",NA,NA
"1591","4D","V","8ff#","4","0.5","3","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1592","4D","V","8eeJ","4.5","0.5","2","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1593","2.T","I","2.dd)","1","3","1","-M2","D","cat_themes.krn","0","0","[a]",NA,NA
"1596","4T","V","4a","4","1","5","[a]","D","cat_themes.krn","0","0","+P4",NA,NA
"1597","1T","I","4.dd","1","1.5","1","+P4","D","cat_themes.krn","0","0","+M2",NA,NA
"1599","1T","I","8ee","2.5","0.5","2","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1600","1T","I","4ff#","3","1","3","+M2","D","cat_themes.krn","0","0","+m2",NA,NA
"1601","1T","I","4gg","4","1","4","+m2","D","cat_themes.krn","0","0","+M2",NA,NA
"1602","2.T","I","4.aa","1","1.5","5","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1603","2.T","I","8bb","2.5","0.5","6","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1604","2.T","I","4aa","3","1","5","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1605","4T","viio","4gg","4","1","4","-M2","D","cat_themes.krn","0","0","P1",NA,NA
"1606","2T","I","(4gg","1","1","4","P1","D","cat_themes.krn","0","0","-m2",NA,NA
"1608","2T","I","4ff#","2","1","3","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1610","2T","V","2ee)","3","2","2","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1614","1T","I","4dd'","1","1","1","-M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1615","1T","I","4ee","2","1","2","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1616","1T","I","4ff#'","3","1","3","+M2","D","cat_themes.krn","0","0","+m2",NA,NA
"1617","1T","I","4gg","4","1","4","+m2","D","cat_themes.krn","0","0","+M2",NA,NA
"1618","4T","I","2aa","1","2","5","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1620","2T","I","(8bbL","3","0.5","6","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1621","2T","I","8aa)","3.5","0.5","5","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1622","2T","I","(8gg","4","0.5","4","-M2","D","cat_themes.krn","0","0","-m2",NA,NA
"1623","2T","I","8ff#J)","4.5","0.5","3","-m2","D","cat_themes.krn","0","0","P1",NA,NA
"1624","2.D","V","(4ff#","1","1","3","P1","D","cat_themes.krn","0","0","-M2",NA,NA
"1626","2.D","V","2ee)","2","2","2","-M2","D","cat_themes.krn","0","0","[a]",NA,NA
"1629","4T","V","4a","4","1","5","[a]","D","cat_themes.krn","0","0","+P4",NA,NA
"1630","1T","I","4dd","1","1","1","+P4","D","cat_themes.krn","0","0","P1",NA,NA
"1631","1T","I","(8ddL","2","0.5","1","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"1632","1T","I","8eeJ)","2.5","0.5","2","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1633","1T","I","4dd","3","1","1","-M2","D","cat_themes.krn","0","0","P1",NA,NA
"1634","1T","I","4dd","4","1","1","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"1636","2.T","V","(8eeL)","1","0.5","2","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1637","2.T","V","8dd","1.5","0.5","1","-M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1638","2.T","V","8ee","2","0.5","2","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1639","2.T","V","8ff#J","2.5","0.5","3","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1640","2.T","V","4ee","3","1","2","-M2","D","cat_themes.krn","0","0","+P4",NA,NA
"1641","4T","V7","8aaL","4","0.5","5","+P4","D","cat_themes.krn","0","0","-M2",NA,NA
"1642","4T","V7","8ggJ)","4.5","0.5","4","-M2","D","cat_themes.krn","0","0","P1",NA,NA
"1643","2T","I","(4gg","1","1","4","P1","D","cat_themes.krn","0","0","-m2",NA,NA
"1645","2T","I","4ff#","2","1","3","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1647","2T","V","4ee)","3","1","2","-M2","D","cat_themes.krn","0","0","+P4",NA,NA
"1648","2T","V","4aa","4","1","5","+P4","D","cat_themes.krn","0","0","P1",NA,NA
"1649","2T","V7","(4aa","1","1","5","P1","D","cat_themes.krn","0","0","-M2",NA,NA
"1650","2T","V7","4gg","2","1","4","-M2","D","cat_themes.krn","0","0","-m2",NA,NA
"1651","2T","I","2ff#)","3","2","3","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1654","2.P","ii","(4ee","1","1","2","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1655","2.P","ii","4dd","2","1","1","-M2","D","cat_themes.krn","0","0","+M2",NA,NA
"1656","2.P","ii","8eeL","3","0.5","2","+M2","D","cat_themes.krn","0","0","+m3",NA,NA
"1657","2.P","ii","8gg","3.5","0.5","4","+m3","D","cat_themes.krn","0","0","-m2",NA,NA
"1658","4D","V","8ff#","4","0.5","3","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"1659","4D","V","8eeJ","4.5","0.5","2","-M2","D","cat_themes.krn","0","0","-M2",NA,NA
"1660","2.T","I","2.dd);","1","3","1","-M2","D","cat_themes.krn","0","0","[g]",NA,NA
"1663","2.T","I","(2g","1","2","5","[g]","C","cat_themes.krn","0","0","+m7",NA,NA
"1665","2.T","I","16ffLL","3","0.25","4","+m7","C","cat_themes.krn","0","0","-m2",NA,NA
"1666","2.T","I","16ee","3.25","0.25","3","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1667","2.T","I","16dd","3.5","0.25","2","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1668","2.T","I","16ccJJ","3.75","0.25","1","-M2","C","cat_themes.krn","0","0","+P5",NA,NA
"1669","2.T","V7","8ggL","1","0.5","5","+P5","C","cat_themes.krn","0","0","-M2",NA,NA
"1670","2.T","V7","8ffJ)","1.5","0.5","4","-M2","C","cat_themes.krn","0","0","-m3",NA,NA
"1671","2.T","V7","2dd","2","2","2","-m3","C","cat_themes.krn","0","0","+M2",NA,NA
"1673","2.T","I","(8eeL","1","0.5","3","+M2","C","cat_themes.krn","0","0","+m3",NA,NA
"1674","2.T","I","8ggJ)","1.5","0.5","5","+m3","C","cat_themes.krn","0","0","P1",NA,NA
"1675","2.T","I","(8ggL","2","0.5","5","P1","C","cat_themes.krn","0","0","+P4",NA,NA
"1676","2.T","I","8cccJ)","2.5","0.5","1","+P4","C","cat_themes.krn","0","0","P1",NA,NA
