"","X","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"272",304,"V","4.aa-",1,1.5,"4","+m3","E-","1_i.krn","-m2",0,"5 2 7"
"273",305,"V","8gg",2.5,0.5,"3","-m2","E-","1_i.krn","-M2",0,"5 2 7"
"274",306,"V","8ff",3,0.5,"2","-M2","E-","1_i.krn","-M2",1,"5 2 7"
"275",307,"V","8ee-",3.5,0.5,"1","-M2","E-","1_i.krn","-m2",0,"5 2 7"
"276",308,"V","8dd",4,0.5,"7","-m2","E-","1_i.krn","-M2",1,"5 2 7"
"277",309,"V","8cc",4.5,0.5,"6","-M2","E-","1_i.krn","+m6",0,"5 2 7"
"278",310,"V","4.aa-",1,1.5,"4","+m6","E-","1_i.krn","-m2",0,"5 2 7"
"279",311,"V","8gg",2.5,0.5,"3","-m2","E-","1_i.krn","-M2",0,"5 2 7"
"280",312,"V","8ff",3,0.5,"2","-M2","E-","1_i.krn","-M2",1,"5 2 7"
"281",313,"V","8ee-",3.5,0.5,"1","-M2","E-","1_i.krn","-m2",0,"5 2 7"
"282",314,"V","8dd",4,0.5,"7","-m2","E-","1_i.krn","-M2",1,"5 2 7"
"283",315,"V","8cc",4.5,0.5,"6","-M2","E-","1_i.krn","-m2",0,"5 2 7"
"284",316,"V/vi","8b",1,0.5,"5+","-m2","E-","1_i.krn","+m3",1,"3 7 5+"
"285",317,"V/vi","8dd",1.5,0.5,"7","+m3","E-","1_i.krn","+m2",1,"3 7 5+"
"286",318,"III","8ee-",2,0.5,"1","+m2","E-","1_i.krn","-m3",0,"3 7 5+"
"287",319,"III","8cc",2.5,0.5,"6","-m3","E-","1_i.krn","-m2",0,"3 7 5+"
"288",320,"III","8b",3,0.5,"5+","-m2","E-","1_i.krn","P1",1,"3 7 5+"
"289",321,"III","8b",3.5,0.5,"5+","P1","E-","1_i.krn","+m2",1,"3 7 5+"
"290",322,"III","8cc",4,0.5,"6","+m2","E-","1_i.krn","-d5",0,"3 7 5+"
"291",323,"III","8f#",4.5,0.5,"2+","-d5","E-","1_i.krn","+m2",0,"3 7 5+"
"292",324,"III","[1g",1,4,"3","+m2","E-","1_i.krn","-m2",1,"3 7 5+"
"293",326,"III","16f#",1.75,0.25,"2+","-m2","E-","1_i.krn","+m2",0,"3 7 5+"
"294",327,"III","8.g",2,0.75,"3","+m2","E-","1_i.krn","-m2",1,"3 7 5+"
"295",328,"III","16f#",2.75,0.25,"2+","-m2","E-","1_i.krn","+m2",0,"3 7 5+"
"296",329,"III","4g",3,1,"3","+m2","E-","1_i.krn","P1",1,"3 7 5+"
"297",330,"III","16g",4,0.25,"3","P1","E-","1_i.krn","+m2",1,"3 7 5+"
"298",331,"III","16a-",4.25,0.25,"4","+m2","E-","1_i.krn","-m2",0,"3 7 5+"
"299",332,"III","16g",4.5,0.25,"3","-m2","E-","1_i.krn","+m2",1,"3 7 5+"
"300",333,"III","16a-",4.75,0.25,"4","+m2","E-","1_i.krn","+M2",0,"3 7 5+"
"301",334,"I","4b-",1,1,"5","+M2","E-","1_i.krn","+M2",1,"1 5 3"
"302",335,"I","8cc",2,0.5,"6","+M2","E-","1_i.krn","-M3",0,"1 5 3"
"303",336,"I","8a-",2.5,0.5,"4","-M3","E-","1_i.krn","-m2",0,"1 5 3"
"304",337,"I","4g",3,1,"3","-m2","E-","1_i.krn","+m2",1,"1 5 3"
"305",338,"I","8a-",4,0.5,"4","+m2","E-","1_i.krn","-m3",0,"1 5 3"
"306",339,"I","8f",4.5,0.5,"2","-m3","E-","1_i.krn","-M2",0,"1 5 3"
"307",340,"I","4e-",1,1,"1","-M2","E-","1_i.krn","-m2",1,"1 5 3"
"308",341,"I","8d",2,0.5,"7","-m2","E-","1_i.krn","-M2",0,"1 5 3"
"309",342,"I","8c",2.5,0.5,"6","-M2","E-","1_i.krn","-M2",0,"1 5 3"
"310",343,"I","8B-",3,0.5,"5","-M2","E-","1_i.krn","P1",1,"1 5 3"
"311",344,"I","8B-",3.5,0.5,"5","P1","E-","1_i.krn","P1",1,"1 5 3"
"312",345,"I","8B-",4,0.5,"5","P1","E-","1_i.krn","P1",1,"1 5 3"
"313",346,"I","8B-",4.5,0.5,"5","P1","E-","1_i.krn","P1",1,"1 5 3"
"314",347,"I","4.B-",1,1.5,"5","P1","E-","1_i.krn","+M2",1,"1 5 3"
"315",348,"I","16c",2.5,0.25,"6","+M2","E-","1_i.krn","+M2",0,"1 5 3"
"316",349,"I","16d",2.75,0.25,"7","+M2","E-","1_i.krn","+m2",0,"1 5 3"
"317",350,"I","8e-",3,0.5,"1","+m2","E-","1_i.krn","+P8",1,"1 5 3"
"318",351,"I","8ee-",3.5,0.5,"1","+P8","E-","1_i.krn","P1",1,"1 5 3"
"319",352,"I","8ee-",4,0.5,"1","P1","E-","1_i.krn","P1",1,"1 5 3"
"320",353,"I","8ee-",4.5,0.5,"1","P1","E-","1_i.krn","P1",1,"1 5 3"
"321",354,"I","4.ee-",1,1.5,"1","P1","E-","1_i.krn","+M2",1,"1 5 3"
"322",355,"I","16ff",2.5,0.25,"2","+M2","E-","1_i.krn","+M2",0,"1 5 3"
"323",356,"I","16gg",2.75,0.25,"3","+M2","E-","1_i.krn","+m2",1,"1 5 3"
"324",357,"ii","8aa-",3,0.5,"4","+m2","E-","1_i.krn","-m6",1,"2 6 4 3+"
"325",358,"ii","8cc",3.5,0.5,"6","-m6","E-","1_i.krn","P1",1,"2 6 4 3+"
"326",359,"ii","8cc",4,0.5,"6","P1","E-","1_i.krn","P1",1,"2 6 4 3+"
"327",360,"ii","8cc",4.5,0.5,"6","P1","E-","1_i.krn","P1",1,"2 6 4 3+"
"328",361,"ii","4.cc",1,1.5,"6","P1","E-","1_i.krn","+M2",1,"2 6 4 3+"
"329",362,"ii","16dd",2.5,0.25,"7","+M2","E-","1_i.krn","+M2",0,"2 6 4 3+"
"330",363,"ii","16ee",2.75,0.25,"1+","+M2","E-","1_i.krn","+m2",0,"2 6 4 3+"
"331",364,"V","8ff",3,0.5,"2","+m2","E-","1_i.krn","P1",1,"5 2 7"
"332",365,"V","8ff",3.5,0.5,"2","P1","E-","1_i.krn","P1",1,"5 2 7"
"333",366,"V","8ff",4,0.5,"2","P1","E-","1_i.krn","P1",1,"5 2 7"
"334",367,"V","8ff",4.5,0.5,"2","P1","E-","1_i.krn","P1",1,"5 2 7"
"335",368,"V","4.ff",1,1.5,"2","P1","E-","1_i.krn","+M2",1,"5 2 7"
"336",369,"V","16gg",2.5,0.25,"3","+M2","E-","1_i.krn","+m2",0,"5 2 7"
"337",370,"V","16aa-",2.75,0.25,"4","+m2","E-","1_i.krn","+M2",0,"5 2 7"
"338",371,"V","8bb-",3,0.5,"5","+M2","E-","1_i.krn","+M2",1,"5 2 7"
"339",372,"V","8ccc",3.5,0.5,"6","+M2","E-","1_i.krn","+m2",0,"5 2 7"
"340",373,"V","8ddd-",4,0.5,"7-","+m2","E-","1_i.krn","P1",0,"5 2 7"
"341",374,"V","8ddd-",4.5,0.5,"7-","P1","E-","1_i.krn","P1",0,"5 2 7"
"342",375,"V/ii","8ddd-",1,0.5,"7-","P1","E-","1_i.krn","-m2",0,"6 3 1+"
"343",376,"V/ii","4ccc",1.5,1,"6","-m2","E-","1_i.krn","-M2",1,"6 3 1+"
"344",377,"V/ii","4bb-",2.5,1,"5","-M2","E-","1_i.krn","-M2",0,"6 3 1+"
"345",379,"ii","8aa-",3.5,0.5,"4","-M2","E-","1_i.krn","-m13",1,"2 6 4 3+"
"346",381,"ii","16c",1,0.25,"6","-m13","E-","1_i.krn","+m6",1,"2 6 4 3+"
"347",382,"ii","16a-",1.25,0.25,"4","+m6","E-","1_i.krn","-m3",1,"2 6 4 3+"
"348",383,"ii","16f",1.5,0.25,"2","-m3","E-","1_i.krn","+P5",1,"2 6 4 3+"
"349",384,"ii","16cc",1.75,0.25,"6","+P5","E-","1_i.krn","-M3",1,"2 6 4 3+"
"350",385,"ii","16a-",2,0.25,"4","-M3","E-","1_i.krn","+M6",1,"2 6 4 3+"
"351",386,"ii","16ff",2.25,0.25,"2","+M6","E-","1_i.krn","-P4",1,"2 6 4 3+"
"352",387,"ii","16cc",2.5,0.25,"6","-P4","E-","1_i.krn","+m6",1,"2 6 4 3+"
"353",388,"ii","16aa-",2.75,0.25,"4","+m6","E-","1_i.krn","+M2",1,"2 6 4 3+"
"354",389,"V7/ii","4bb-",3,1,"5","+M2","E-","1_i.krn","-d12",1,"6 3 1+ 5 4++"
"355",391,"V7/ii","16e",1,0.25,"1+","-d12","E-","1_i.krn","+m6",1,"6 3 1+ 5 4++"
"356",392,"V7/ii","16cc",1.25,0.25,"6","+m6","E-","1_i.krn","-P4",1,"6 3 1+ 5 4++"
"357",393,"V7/ii","16g",1.5,0.25,"3","-P4","E-","1_i.krn","+M6",1,"6 3 1+ 5 4++"
"358",394,"V7/ii","16ee",1.75,0.25,"1+","+M6","E-","1_i.krn","-M3",1,"6 3 1+ 5 4++"
"359",395,"V7/ii","16cc",2,0.25,"6","-M3","E-","1_i.krn","+P5",1,"6 3 1+ 5 4++"
"360",396,"V7/ii","16gg",2.25,0.25,"3","+P5","E-","1_i.krn","-m3",1,"6 3 1+ 5 4++"
"361",397,"V7/ii","16ee",2.5,0.25,"1+","-m3","E-","1_i.krn","+d5",1,"6 3 1+ 5 4++"
"362",398,"V7/ii","16bb-",2.75,0.25,"5","+d5","E-","1_i.krn","-M2",1,"6 3 1+ 5 4++"
"363",399,"ii","4aa-",3,1,"4","-M2","E-","1_i.krn","-m13",1,"2 6 4 3+"
"364",401,"ii","16c",1,0.25,"6","-m13","E-","1_i.krn","+m6",1,"2 6 4 3+"
"365",402,"ii","16a-",1.25,0.25,"4","+m6","E-","1_i.krn","-m3",1,"2 6 4 3+"
"366",403,"ii","16f",1.5,0.25,"2","-m3","E-","1_i.krn","+P5",1,"2 6 4 3+"
"367",404,"ii","16cc",1.75,0.25,"6","+P5","E-","1_i.krn","-M3",1,"2 6 4 3+"
"368",405,"ii","16a-",2,0.25,"4","-M3","E-","1_i.krn","+M6",1,"2 6 4 3+"
"369",406,"ii","16ff",2.25,0.25,"2","+M6","E-","1_i.krn","-P4",1,"2 6 4 3+"
"370",407,"ii","16cc",2.5,0.25,"6","-P4","E-","1_i.krn","+m6",1,"2 6 4 3+"
"371",408,"ii","16aa-",2.75,0.25,"4","+m6","E-","1_i.krn","P1",1,"2 6 4 3+"
"372",409,"V","4aa-",3,1,"4","P1","E-","1_i.krn","-m14",0,"5 2 7"
"373",411,"V","16B-",1,0.25,"5","-m14","E-","1_i.krn","+P5",1,"5 2 7"
"374",412,"V","16f",1.25,0.25,"2","+P5","E-","1_i.krn","-m3",1,"5 2 7"
"375",413,"V","16d",1.5,0.25,"7","-m3","E-","1_i.krn","+m6",1,"5 2 7"
"376",414,"V","16b-",1.75,0.25,"5","+m6","E-","1_i.krn","-P4",1,"5 2 7"
"377",415,"V","16f",2,0.25,"2","-P4","E-","1_i.krn","+M6",1,"5 2 7"
"378",416,"V","16dd",2.25,0.25,"7","+M6","E-","1_i.krn","-M3",1,"5 2 7"
"379",417,"V","16b-",2.5,0.25,"5","-M3","E-","1_i.krn","+m7",1,"5 2 7"
"380",418,"V","16aa-",2.75,0.25,"4","+m7","E-","1_i.krn","-m2",0,"5 2 7"
"381",419,"I","4gg",3,1,"3","-m2","E-","1_i.krn","-M13",1,"1 5 3"
"382",421,"I","16B-",1,0.25,"5","-M13","E-","1_i.krn","+M6",1,"1 5 3"
"383",422,"I","16g",1.25,0.25,"3","+M6","E-","1_i.krn","-M3",1,"1 5 3"
"384",423,"I","16e-",1.5,0.25,"1","-M3","E-","1_i.krn","+P5",1,"1 5 3"
"385",424,"I","16b-",1.75,0.25,"5","+P5","E-","1_i.krn","-m3",1,"1 5 3"
"386",425,"I","16g",2,0.25,"3","-m3","E-","1_i.krn","+m6",1,"1 5 3"
"387",426,"I","16ee-",2.25,0.25,"1","+m6","E-","1_i.krn","-P4",1,"1 5 3"
"388",427,"I","16b-",2.5,0.25,"5","-P4","E-","1_i.krn","+M6",1,"1 5 3"
"389",428,"I","16gg",2.75,0.25,"3","+M6","E-","1_i.krn","-M2",1,"1 5 3"
"390",429,"V7/vi","4ff",3,1,"2","-M2","E-","1_i.krn","-d12",1,"3 7 5+ 2 1++"
"391",431,"V7/vi","16B",1,0.25,"5+","-d12","E-","1_i.krn","+m6",1,"3 7 5+ 2 1++"
"392",432,"V7/vi","16g",1.25,0.25,"3","+m6","E-","1_i.krn","-P4",1,"3 7 5+ 2 1++"
"393",433,"V7/vi","16d",1.5,0.25,"7","-P4","E-","1_i.krn","+M6",1,"3 7 5+ 2 1++"
"394",434,"V7/vi","16b",1.75,0.25,"5+","+M6","E-","1_i.krn","-M3",1,"3 7 5+ 2 1++"
"395",435,"V7/vi","16g",2,0.25,"3","-M3","E-","1_i.krn","+P5",1,"3 7 5+ 2 1++"
"396",436,"V7/vi","16dd",2.25,0.25,"7","+P5","E-","1_i.krn","-m3",1,"3 7 5+ 2 1++"
"397",437,"V7/vi","16b",2.5,0.25,"5+","-m3","E-","1_i.krn","+d5",1,"3 7 5+ 2 1++"
"398",438,"V7/vi","16ff",2.75,0.25,"2","+d5","E-","1_i.krn","-M2",1,"3 7 5+ 2 1++"
"399",439,"vi","4ee-",3,1,"1","-M2","E-","1_i.krn","-m10",1,"6 3 1 7+"
"400",441,"vi","16c",1,0.25,"6","-m10","E-","1_i.krn","+P5",1,"6 3 1 7+"
"401",442,"vi","16g",1.25,0.25,"3","+P5","E-","1_i.krn","-M3",1,"6 3 1 7+"
"402",443,"vi","16e-",1.5,0.25,"1","-M3","E-","1_i.krn","+M6",1,"6 3 1 7+"
"403",444,"vi","16cc",1.75,0.25,"6","+M6","E-","1_i.krn","-P4",1,"6 3 1 7+"
"404",445,"vi","16g",2,0.25,"3","-P4","E-","1_i.krn","+m6",1,"6 3 1 7+"
"405",446,"vi","16ee-",2.25,0.25,"1","+m6","E-","1_i.krn","-m3",1,"6 3 1 7+"
"406",447,"vi","16cc",2.5,0.25,"6","-m3","E-","1_i.krn","+P5",1,"6 3 1 7+"
"407",448,"vi","16gg",2.75,0.25,"3","+P5","E-","1_i.krn","+m2",1,"6 3 1 7+"
"408",449,"viioD7/vi","4aa-",3,1,"4","+m2","E-","1_i.krn","-m2",0,"5+ 7 2 3+ 6++ 1++"
"409",451,"vi","4gg",1,1,"3","-m2","E-","1_i.krn","-M2",1,"6 3 1 7+"
"410",452,"vi","16ff",2,0.25,"2","-M2","E-","1_i.krn","-M2",0,"6 3 1 7+"
"411",453,"vi","16ee-",2.25,0.25,"1","-M2","E-","1_i.krn","-m2",1,"6 3 1 7+"
"412",454,"vi","16dd",2.5,0.25,"7","-m2","E-","1_i.krn","-M2",0,"6 3 1 7+"
"413",455,"vi","16cc",2.75,0.25,"6","-M2","E-","1_i.krn","+m6",1,"6 3 1 7+"
"414",456,"viioD7/vi","2aa-",3,2,"4","+m6","E-","1_i.krn","-m2",0,"5+ 7 2 3+ 6++ 1++"
"415",457,"vi","4gg",1,1,"3","-m2","E-","1_i.krn","-M2",1,"6 3 1 7+"
"416",458,"vi","16ff",2,0.25,"2","-M2","E-","1_i.krn","-M2",0,"6 3 1 7+"
"417",459,"vi","16ee-",2.25,0.25,"1","-M2","E-","1_i.krn","-m2",1,"6 3 1 7+"
"418",460,"vi","16dd",2.5,0.25,"7","-m2","E-","1_i.krn","-M2",0,"6 3 1 7+"
"419",461,"vi","16cc",2.75,0.25,"6","-M2","E-","1_i.krn","+m2",1,"6 3 1 7+"
"420",462,"N/vi","16dd-",3,0.25,"7-","+m2","E-","1_i.krn","P1",1,"7- 4 2 6+ 3+"
"421",463,"N/vi","16dd-",3.25,0.25,"7-","P1","E-","1_i.krn","-m2",1,"7- 4 2 6+ 3+"
"422",464,"N/vi","16cc",3.5,0.25,"6","-m2","E-","1_i.krn","+m2",0,"7- 4 2 6+ 3+"
"423",465,"N/vi","16dd-",3.75,0.25,"7-","+m2","E-","1_i.krn","+M2",1,"7- 4 2 6+ 3+"
"424",466,"N/vi","16ee-",4,0.25,"1","+M2","E-","1_i.krn","-M2",0,"7- 4 2 6+ 3+"
"425",467,"N/vi","16dd-",4.25,0.25,"7-","-M2","E-","1_i.krn","+M3",1,"7- 4 2 6+ 3+"
"426",468,"N/vi","16ff",4.5,0.25,"2","+M3","E-","1_i.krn","-M3",1,"7- 4 2 6+ 3+"
"427",469,"N/vi","16dd-",4.75,0.25,"7-","-M3","E-","1_i.krn","+P5",1,"7- 4 2 6+ 3+"
"428",470,"N/vi","4aa-",1,1,"4","+P5","E-","1_i.krn","-m2",1,"7- 4 2 6+ 3+"
"429",471,"N/vi","16gg",2,0.25,"3","-m2","E-","1_i.krn","-M2",0,"7- 4 2 6+ 3+"
"430",472,"N/vi","16ff",2.25,0.25,"2","-M2","E-","1_i.krn","-M2",1,"7- 4 2 6+ 3+"
"431",473,"N/vi","16ee-",2.5,0.25,"1","-M2","E-","1_i.krn","-m2",0,"7- 4 2 6+ 3+"
"432",474,"N/vi","16dd",2.75,0.25,"7","-m2","E-","1_i.krn","-M2",0,"7- 4 2 6+ 3+"
"434",477,"V7/vi","8dd",4.5,0.5,"7","+M2","E-","1_i.krn","+m2",1,"3 7 5+ 2 1++"
"435",479,"vi","16ee-",1.25,0.25,"1","+m2","E-","1_i.krn","+P4",1,"6 3 1 7+"
"436",480,"vi","16aa-",1.5,0.25,"4","+P4","E-","1_i.krn","-m2",0,"6 3 1 7+"
"437",481,"vi","16gg",1.75,0.25,"3","-m2","E-","1_i.krn","P1",1,"6 3 1 7+"
"438",482,"vi","8gg",2,0.5,"3","P1","E-","1_i.krn","-M3",1,"6 3 1 7+"
"439",484,"vi","16ee-",3.25,0.25,"1","-M3","E-","1_i.krn","+P4",1,"6 3 1 7+"
"440",485,"vi","16aa-",3.5,0.25,"4","+P4","E-","1_i.krn","-m2",0,"6 3 1 7+"
"441",486,"vi","16gg",3.75,0.25,"3","-m2","E-","1_i.krn","P1",1,"6 3 1 7+"
"442",487,"vi","8gg",4,0.5,"3","P1","E-","1_i.krn","-P5",1,"6 3 1 7+"
"443",490,"vi","16cc",1.25,0.25,"6","-P5","E-","1_i.krn","+M7",1,"6 3 1 7+"
"444",491,"vi","16bb",1.5,0.25,"5+","+M7","E-","1_i.krn","+m2",0,"6 3 1 7+"
"445",492,"vi","16ccc",1.75,0.25,"6","+m2","E-","1_i.krn","P1",1,"6 3 1 7+"
"446",493,"vi","8ccc",2,0.5,"6","P1","E-","1_i.krn","-M6",1,"6 3 1 7+"
"447",494,"vi","8ee-",2.5,0.5,"1","-M6","E-","1_i.krn","-m2",1,"6 3 1 7+"
"448",495,"iio/vi","8dd",3,0.5,"7","-m2","E-","1_i.krn","+d5",1,"7 2 4 1++ 3+"
"449",496,"iio/vi","8aa-",3.5,0.5,"4","+d5","E-","1_i.krn","-m2",1,"7 2 4 1++ 3+"
"450",497,"V/vi","8gg",4,0.5,"3","-m2","E-","1_i.krn","-m6",1,"3 7 5+"
"451",498,"V/vi","8b",4.5,0.5,"5+","-m6","E-","1_i.krn","+m2",1,"3 7 5+"
"452",499,"vi","4cc",1,1,"6","+m2","E-","1_i.krn","P1",1,"6 3 1 7+"
"453",501,"vi","4cc",1,1,"6","P1","E-","1_i.krn","+m2",1,"6 3 1 7+"
"454",502,"vi","8dd-",2,0.5,"7-","+m2","E-","1_i.krn","-m3",0,"6 3 1 7+"
"455",503,"vi","8b-",2.5,0.5,"5","-m3","E-","1_i.krn","-M2",0,"6 3 1 7+"
"456",504,"ii","4a-",3,1,"4","-M2","E-","1_i.krn","+M2",1,"2 6 4 3+"
"457",505,"ii","8b-",4,0.5,"5","+M2","E-","1_i.krn","-m3",0,"2 6 4 3+"
"458",506,"ii","8g",4.5,0.5,"3","-m3","E-","1_i.krn","-M2",0,"2 6 4 3+"
"459",507,"ii","4f",1,1,"2","-M2","E-","1_i.krn","+P8",1,"2 6 4 3+"
"460",509,"ii","4ff",3,1,"2","+P8","E-","1_i.krn","+m2",1,"2 6 4 3+"
"461",510,"V7/V","8gg-",4,0.5,"3-","+m2","E-","1_i.krn","-m3",0,"2 6 4+ 1 7+"
"462",511,"V7/V","8ee-",4.5,0.5,"1","-m3","E-","1_i.krn","-M2",1,"2 6 4+ 1 7+"
"463",512,"v","4dd-",1,1,"7-","-M2","E-","1_i.krn","+M2",1,"5 2 7- 6+"
"464",513,"v","8ee-",2,0.5,"1","+M2","E-","1_i.krn","-m3",0,"5 2 7- 6+"
"465",514,"v","8cc",2.5,0.5,"6","-m3","E-","1_i.krn","-M2",0,"5 2 7- 6+"
"466",515,"v","4b-",3,1,"5","-M2","E-","1_i.krn","+P4",1,"5 2 7- 6+"
"467",517,"V7/IV","4ee-",1,1,"1","+P4","E-","1_i.krn","+M2",1,"1 5 3 7- 6+"
"468",518,"V7/IV","8ff",2,0.5,"2","+M2","E-","1_i.krn","-M3",0,"1 5 3 7- 6+"
"469",519,"V7/IV","8dd-",2.5,0.5,"7-","-M3","E-","1_i.krn","-m2",1,"1 5 3 7- 6+"
"470",520,"IV","4cc",3,1,"6","-m2","E-","1_i.krn","+m2",1,"4 1 6"
"471",521,"IV","8dd-",4,0.5,"7-","+m2","E-","1_i.krn","-m3",0,"4 1 6"
"472",522,"IV","8b-",4.5,0.5,"5","-m3","E-","1_i.krn","-M2",0,"4 1 6"
"473",523,"IV","4a-",1,1,"4","-M2","E-","1_i.krn","-m2",1,"4 1 6"
"474",524,"IV","8g",2,0.5,"3","-m2","E-","1_i.krn","-M2",0,"4 1 6"
"475",525,"IV","8f",2.5,0.5,"2","-M2","E-","1_i.krn","-M2",0,"4 1 6"
"476",526,"IV","8e-",3,0.5,"1","-M2","E-","1_i.krn","P1",1,"4 1 6"
"477",527,"IV","8e-",3.5,0.5,"1","P1","E-","1_i.krn","P1",1,"4 1 6"
"478",528,"IV","8e-",4,0.5,"1","P1","E-","1_i.krn","P1",1,"4 1 6"
"479",529,"IV","8e-",4.5,0.5,"1","P1","E-","1_i.krn","P1",1,"4 1 6"
"480",530,"IV","4.e-",1,1.5,"1","P1","E-","1_i.krn","+M2",1,"4 1 6"
"481",531,"IV","16f",2.5,0.25,"2","+M2","E-","1_i.krn","+M2",0,"4 1 6"
"482",532,"IV","16g",2.75,0.25,"3","+M2","E-","1_i.krn","+m2",0,"4 1 6"
"483",533,"IV","8a-",3,0.5,"4","+m2","E-","1_i.krn","+P5",1,"4 1 6"
"484",534,"IV","8ee-",3.5,0.5,"1","+P5","E-","1_i.krn","P1",1,"4 1 6"
"485",535,"IV","8ee-",4,0.5,"1","P1","E-","1_i.krn","P1",1,"4 1 6"
"486",536,"IV","8ee-",4.5,0.5,"1","P1","E-","1_i.krn","P1",1,"4 1 6"
"487",537,"IV","4.ee-",1,1.5,"1","P1","E-","1_i.krn","+M2",1,"4 1 6"
"488",538,"IV","16ff",2.5,0.25,"2","+M2","E-","1_i.krn","+M2",0,"4 1 6"
"489",539,"IV","16gg",2.75,0.25,"3","+M2","E-","1_i.krn","+m2",0,"4 1 6"
"490",540,"IV","8aa-",3,0.5,"4","+m2","E-","1_i.krn","+M2",1,"4 1 6"
"491",542,"IV","16bb-",3.75,0.25,"5","+M2","E-","1_i.krn","+M2",0,"4 1 6"
"492",543,"IV","8ccc",4,0.5,"6","+M2","E-","1_i.krn","-M2",1,"4 1 6"
"493",545,"IV","16bb-",4.75,0.25,"5","-M2","E-","1_i.krn","-M2",0,"4 1 6"
"494",546,"IV","8aa-",1,0.5,"4","-M2","E-","1_i.krn","-m2",1,"4 1 6"
"495",548,"IV","16gg",1.75,0.25,"3","-m2","E-","1_i.krn","-M2",0,"4 1 6"
"496",549,"IV","8ff",2,0.5,"2","-M2","E-","1_i.krn","-M2",0,"4 1 6"
"497",551,"IV","16ee-",2.75,0.25,"1","-M2","E-","1_i.krn","-m2",1,"4 1 6"
"498",552,"V7","8dd",3,0.5,"7","-m2","E-","1_i.krn","+m6",1,"5 2 7 4 3+"
"499",555,"V7","16bb-",4.75,0.25,"5","+m6","E-","1_i.krn","-M2",1,"5 2 7 4 3+"
"500",556,"V7","8aa-",1,0.5,"4","-M2","E-","1_i.krn","-m2",1,"5 2 7 4 3+"
"501",559,"V7","16gg",2.75,0.25,"3","-m2","E-","1_i.krn","-M2",0,"5 2 7 4 3+"
"502",560,"V7","8ff",3,0.5,"2","-M2","E-","1_i.krn","-M2",1,"5 2 7 4 3+"
"503",562,"V7","16ee-",3.75,0.25,"1","-M2","E-","1_i.krn","-m2",0,"5 2 7 4 3+"
"504",563,"V7","8dd",4,0.5,"7","-m2","E-","1_i.krn","-M2",1,"5 2 7 4 3+"
"505",565,"V7","16cc",4.75,0.25,"6","-M2","E-","1_i.krn","-M2",0,"5 2 7 4 3+"
"506",566,"I","4b-",1,1,"5","-M2","E-","1_i.krn","+M2",1,"1 5 3"
"507",567,"I","8cc",2,0.5,"6","+M2","E-","1_i.krn","-M3",0,"1 5 3"
"508",568,"I","8a-",2.5,0.5,"4","-M3","E-","1_i.krn","-m2",0,"1 5 3"
"509",569,"I","4g",3,1,"3","-m2","E-","1_i.krn","+m2",1,"1 5 3"
"510",570,"I","8a-",4,0.5,"4","+m2","E-","1_i.krn","-m3",0,"1 5 3"
"511",571,"I","8f",4.5,0.5,"2","-m3","E-","1_i.krn","-M2",0,"1 5 3"
"512",572,"I","4e-",1,1,"1","-M2","E-","1_i.krn","-m2",1,"1 5 3"
"513",573,"I","8d",2,0.5,"7","-m2","E-","1_i.krn","-M2",0,"1 5 3"
"514",574,"I","8c",2.5,0.5,"6","-M2","E-","1_i.krn","-M2",0,"1 5 3"
"515",575,"I","8B-",3,0.5,"5","-M2","E-","1_i.krn","P1",1,"1 5 3"
"516",576,"I","8B-",3.5,0.5,"5","P1","E-","1_i.krn","P1",1,"1 5 3"
"517",577,"I","8B-",4,0.5,"5","P1","E-","1_i.krn","P1",1,"1 5 3"
"518",578,"I","8B-",4.5,0.5,"5","P1","E-","1_i.krn","P1",1,"1 5 3"
"519",579,"I","4.B-",1,1.5,"5","P1","E-","1_i.krn","+M2",1,"1 5 3"
"520",580,"I","16c",2.5,0.25,"6","+M2","E-","1_i.krn","+M2",0,"1 5 3"
"521",581,"I","16d",2.75,0.25,"7","+M2","E-","1_i.krn","+m2",0,"1 5 3"
"522",582,"I","16e-",3,0.25,"1","+m2","E-","1_i.krn","+M2",1,"1 5 3"
"523",583,"I","16f",3.25,0.25,"2","+M2","E-","1_i.krn","+M2",0,"1 5 3"
"524",584,"I","16g",3.5,0.25,"3","+M2","E-","1_i.krn","+m2",1,"1 5 3"
"525",585,"I","16a-",3.75,0.25,"4","+m2","E-","1_i.krn","+M2",0,"1 5 3"
"526",586,"I","16b-",4,0.25,"5","+M2","E-","1_i.krn","+M2",1,"1 5 3"
"527",587,"I","16cc",4.25,0.25,"6","+M2","E-","1_i.krn","+M2",0,"1 5 3"
"528",588,"I","16dd",4.5,0.25,"7","+M2","E-","1_i.krn","+m2",0,"1 5 3"
"529",589,"I","16ee-",4.75,0.25,"1","+m2","E-","1_i.krn","-P4",1,"1 5 3"
"530",590,"I","4b-",1,1,"5","-P4","E-","1_i.krn","-M2",1,"1 5 3"
"531",591,"I","4a-",2,1,"4","-M2","E-","1_i.krn","-m2",0,"1 5 3"
"532",592,"I","4g",3,1,"3","-m2","E-","1_i.krn","+m10",1,"1 5 3"
"533",595,"I","4bb-",3,1,"5","+m10","E-","1_i.krn","+M2",1,"1 5 3"
"534",596,"I","16ccc",4,0.25,"6","+M2","E-","1_i.krn","-M3",0,"1 5 3"
