""	"function"	"harm"	"melody"	"beat_pos"	"duration"	"scale_deg"	"approaching"	"key"	"file"	"depart"	"Response"	"Chordnotes"
"258"	"1T"	"i"	"16cc"	"2.75"	"0.25"	"1"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"259"	"1T"	"i"	"2cc"	"3"	"2"	"1"	"P1"	"c"	"B063.krn"	"[ccc]"	NA	NA
"260"	"1T"	"i"	"(16cccLL"	"1"	"0.25"	"1"	"[ccc]"	"c"	"B063.krn"	"-P4"	NA	NA
"261"	"1T"	"i"	"16gg)"	"1.25"	"0.25"	"5"	"-P4"	"c"	"B063.krn"	"-M2"	NA	NA
"262"	"1T"	"i"	"16ff'"	"1.5"	"0.25"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"263"	"1T"	"i"	"16ee-'JJ"	"1.75"	"0.25"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"264"	"1T"	"i"	"(16ddLL"	"2"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"265"	"1T"	"i"	"16cc)"	"2.25"	"0.25"	"1"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"266"	"1T"	"i"	"16b'"	"2.5"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"267"	"1T"	"i"	"16cc'JJ"	"2.75"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"268"	"1T"	"i"	"(16bLL"	"3"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"269"	"1T"	"i"	"16cc)"	"3.25"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"270"	"1T"	"i"	"16b'"	"3.5"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"271"	"1T"	"i"	"16cc'JJ"	"3.75"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"+P4"	NA	NA
"272"	"1T"	"i"	"(16ffLL"	"4"	"0.25"	"4"	"+P4"	"c"	"B063.krn"	"-M2"	NA	NA
"273"	"1T"	"i"	"16ee-)"	"4.25"	"0.25"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"274"	"1T"	"i"	"16dd'"	"4.5"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"275"	"1T"	"i"	"16cc'JJ"	"4.75"	"0.25"	"1"	"-M2"	"c"	"B063.krn"	"+M9"	NA	NA
"276"	"1D"	"V"	"(16dddLL"	"1"	"0.25"	"2"	"+M9"	"c"	"B063.krn"	"-P5"	NA	NA
"277"	"1D"	"V"	"16gg)"	"1.25"	"0.25"	"5"	"-P5"	"c"	"B063.krn"	"-m2"	NA	NA
"278"	"1D"	"V"	"16ff#'"	"1.5"	"0.25"	"4+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"279"	"1D"	"V"	"16gg'JJ"	"1.75"	"0.25"	"5"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"280"	"1D"	"V"	"(16ff#LL"	"2"	"0.25"	"4+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"281"	"1D"	"V"	"16gg)"	"2.25"	"0.25"	"5"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"282"	"1D"	"V"	"16ff#'"	"2.5"	"0.25"	"4+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"283"	"1D"	"V"	"16gg'JJ"	"2.75"	"0.25"	"5"	"+m2"	"c"	"B063.krn"	"-P4"	NA	NA
"284"	"1D"	"V"	"2dd"	"3"	"2"	"2"	"-P4"	"c"	"B063.krn"	"+P8"	NA	NA
"288"	"1D"	"V7"	"(16dddLL"	"1"	"0.25"	"2"	"+P8"	"c"	"B063.krn"	"-A4"	NA	NA
"289"	"1D"	"V7"	"16aa-)"	"1.25"	"0.25"	"6"	"-A4"	"c"	"B063.krn"	"-m2"	NA	NA
"290"	"1D"	"V7"	"16gg'"	"1.5"	"0.25"	"5"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"291"	"1D"	"V7"	"16ff'JJ"	"1.75"	"0.25"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"292"	"1D"	"V7"	"(16ee-LL"	"2"	"0.25"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"293"	"1D"	"V7"	"16dd)"	"2.25"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"-m2"	NA	NA
"294"	"1D"	"V7"	"16cc#'"	"2.5"	"0.25"	"1+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"295"	"1D"	"V7"	"16dd'JJ"	"2.75"	"0.25"	"2"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"296"	"1D"	"V7"	"(16cc#LL"	"3"	"0.25"	"1+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"297"	"1D"	"V7"	"16dd)"	"3.25"	"0.25"	"2"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"298"	"1D"	"V7"	"16cc#'"	"3.5"	"0.25"	"1+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"299"	"1D"	"V7"	"16dd'JJ"	"3.75"	"0.25"	"2"	"+m2"	"c"	"B063.krn"	"+P4"	NA	NA
"300"	"1D"	"V7"	"(16ggLL"	"4"	"0.25"	"5"	"+P4"	"c"	"B063.krn"	"-M2"	NA	NA
"301"	"1D"	"V7"	"16ff)"	"4.25"	"0.25"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"302"	"1D"	"V7"	"16ee-'"	"4.5"	"0.25"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"303"	"1D"	"V7"	"16dd'JJ"	"4.75"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"304"	"1T"	"i"	"4cc"	"1"	"1"	"1"	"-M2"	"c"	"B063.krn"	"P1"	NA	NA
"306"	"1T"	"i"	"8.ccL"	"2"	"0.75"	"1"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"308"	"1T"	"i"	"16ccJk"	"2.75"	"0.25"	"1"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"309"	"1T"	"i"	"2cc"	"3"	"2"	"1"	"P1"	"c"	"B063.krn"	"[bb-]"	NA	NA
"313"	"2T"	"I/III"	"16bb-LL"	"1"	"0.25"	"7-"	"[bb-]"	"c"	"B063.krn"	"-m3"	NA	NA
"314"	"2T"	"I/III"	"16gg"	"1.25"	"0.25"	"5"	"-m3"	"c"	"B063.krn"	"-M2"	NA	NA
"315"	"2T"	"I/III"	"16ff"	"1.5"	"0.25"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"316"	"2T"	"I/III"	"16ee-JJ"	"1.75"	"0.25"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"317"	"2T"	"I/III"	"16ddLL"	"2"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"318"	"2T"	"I/III"	"16ee-"	"2.25"	"0.25"	"3"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"319"	"2T"	"I/III"	"16dd"	"2.5"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"320"	"2T"	"I/III"	"16ee-JJ"	"2.75"	"0.25"	"3"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"321"	"2T"	"V7/III"	"16ddLL"	"3"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+m3"	NA	NA
"322"	"2T"	"V7/III"	"16ff"	"3.25"	"0.25"	"4"	"+m3"	"c"	"B063.krn"	"+P4"	NA	NA
"323"	"2T"	"V7/III"	"16bb-"	"3.5"	"0.25"	"7-"	"+P4"	"c"	"B063.krn"	"-m2"	NA	NA
"324"	"2T"	"V7/III"	"16aaJJ"	"3.75"	"0.25"	"6+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"325"	"2T"	"V7/III"	"16bb-LL"	"4"	"0.25"	"7-"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"326"	"2T"	"V7/III"	"16aa"	"4.25"	"0.25"	"6+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"327"	"2T"	"V7/III"	"16bb-"	"4.5"	"0.25"	"7-"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"328"	"2T"	"V7/III"	"16aaJJ"	"4.75"	"0.25"	"6+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"329"	"2T"	"I/III"	"16bb-LL"	"1"	"0.25"	"7-"	"+m2"	"c"	"B063.krn"	"-m3"	NA	NA
"330"	"2T"	"I/III"	"16gg"	"1.25"	"0.25"	"5"	"-m3"	"c"	"B063.krn"	"-M2"	NA	NA
"331"	"2T"	"I/III"	"16ff"	"1.5"	"0.25"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"332"	"2T"	"I/III"	"16ee-JJ"	"1.75"	"0.25"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"333"	"2T"	"I/III"	"16ddLL"	"2"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"334"	"2T"	"I/III"	"16ee-"	"2.25"	"0.25"	"3"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"335"	"2T"	"I/III"	"16dd"	"2.5"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"336"	"2T"	"I/III"	"16ee-JJ"	"2.75"	"0.25"	"3"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"337"	"2T"	"V7/III"	"16ddLL"	"3"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+m3"	NA	NA
"338"	"2T"	"V7/III"	"16ff"	"3.25"	"0.25"	"4"	"+m3"	"c"	"B063.krn"	"+P4"	NA	NA
"339"	"2T"	"V7/III"	"16bb-"	"3.5"	"0.25"	"7-"	"+P4"	"c"	"B063.krn"	"-m2"	NA	NA
"340"	"2T"	"V7/III"	"16aaJJ"	"3.75"	"0.25"	"6+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"341"	"2T"	"V7/III"	"16bb-LL"	"4"	"0.25"	"7-"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"342"	"2T"	"V7/III"	"16aa"	"4.25"	"0.25"	"6+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"343"	"2T"	"V7/III"	"16bb-"	"4.5"	"0.25"	"7-"	"+m2"	"c"	"B063.krn"	"-P4"	NA	NA
"344"	"2T"	"V7/III"	"16ffJJ"	"4.75"	"0.25"	"4"	"-P4"	"c"	"B063.krn"	"+m7"	NA	NA
"345"	"4T"	"I/III"	"16eee-LL"	"1"	"0.25"	"3"	"+m7"	"c"	"B063.krn"	"-m2"	NA	NA
"346"	"4T"	"I/III"	"16ddd"	"1.25"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"347"	"4T"	"I/III"	"16eee-"	"1.5"	"0.25"	"3"	"+m2"	"c"	"B063.krn"	"-d4"	NA	NA
"348"	"4T"	"I/III"	"16bbJJ"	"1.75"	"0.25"	"7"	"-d4"	"c"	"B063.krn"	"+m2"	NA	NA
"349"	"4P"	"IV/III"	"16cccLL"	"2"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"350"	"4P"	"IV/III"	"16bb"	"2.25"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"351"	"4P"	"IV/III"	"16ccc"	"2.5"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-M3"	NA	NA
"352"	"4P"	"IV/III"	"16aa-JJ"	"2.75"	"0.25"	"6"	"-M3"	"c"	"B063.krn"	"-m2"	NA	NA
"353"	"4D"	"C/III"	"4gg"	"3"	"1"	"5"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"355"	"4D"	"V/III"	"4ff"	"4"	"1"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"357"	"1T"	"I/III"	"4ee-"	"1"	"1"	"3"	"-M2"	"c"	"B063.krn"	"P1"	NA	NA
"358"	"1T"	"I/III"	"8.ee-L"	"2"	"0.75"	"3"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"359"	"1T"	"I/III"	"16ee-Jk"	"2.75"	"0.25"	"3"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"360"	"1T"	"I/III"	"2ee-"	"3"	"2"	"3"	"P1"	"c"	"B063.krn"	"[eee-]"	NA	NA
"361"	"2T"	"III"	"(16eee-LL"	"1"	"0.25"	"3"	"[eee-]"	"c"	"B063.krn"	"-P4"	NA	NA
"362"	"2T"	"III"	"16bb-)"	"1.25"	"0.25"	"7-"	"-P4"	"c"	"B063.krn"	"-m2"	NA	NA
"363"	"2T"	"III"	"16aa'"	"1.5"	"0.25"	"6+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"364"	"2T"	"III"	"16bb-'JJ"	"1.75"	"0.25"	"7-"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"365"	"2T"	"III"	"(16aaLL"	"2"	"0.25"	"6+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"366"	"2T"	"III"	"16bb-)"	"2.25"	"0.25"	"7-"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"367"	"2T"	"III"	"16aa'"	"2.5"	"0.25"	"6+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"368"	"2T"	"III"	"16bb-'JJ"	"2.75"	"0.25"	"7-"	"+m2"	"c"	"B063.krn"	"+M2"	NA	NA
"369"	"2T"	"V/iv"	"16cccLL"	"3"	"0.25"	"1"	"+M2"	"c"	"B063.krn"	"-m2"	NA	NA
"370"	"2T"	"V/iv"	"16bb"	"3.25"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"371"	"2T"	"V/iv"	"16ccc"	"3.5"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"372"	"2T"	"V/iv"	"16bbJJ"	"3.75"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"373"	"2T"	"V/iv"	"16cccLL"	"4"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-M2"	NA	NA
"374"	"2T"	"V/iv"	"16bb-"	"4.25"	"0.25"	"7-"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"375"	"2T"	"V/iv"	"16aa-"	"4.5"	"0.25"	"6"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"376"	"2T"	"V/iv"	"16ggJJ"	"4.75"	"0.25"	"5"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"377"	"1T"	"iv"	"4ff"	"1"	"1"	"4"	"-M2"	"c"	"B063.krn"	"P1"	NA	NA
"379"	"1T"	"iv"	"8.ffL"	"2"	"0.75"	"4"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"381"	"1T"	"iv"	"16ffJk"	"2.75"	"0.25"	"4"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"382"	"1T"	"iv"	"2ff"	"3"	"2"	"4"	"P1"	"c"	"B063.krn"	"+M2"	NA	NA
"388"	"2T"	"i"	"8gg"	"1.5"	"0.5"	"5"	"+M2"	"c"	"B063.krn"	"P1"	NA	NA
"390"	"2T"	"i"	"8ggL"	"2"	"0.5"	"5"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"392"	"2T"	"i"	"8ggJ"	"2.5"	"0.5"	"5"	"P1"	"c"	"B063.krn"	"+m2"	NA	NA
"394"	"4P"	"iv"	"8aa-L"	"3"	"0.5"	"6"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"396"	"4P"	"iv"	"8gg"	"3.5"	"0.5"	"5"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"398"	"4D"	"V/V"	"8ff"	"4"	"0.5"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"400"	"4D"	"V/V"	"8ee-J"	"4.5"	"0.5"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"401"	"1D"	"V"	"4dd"	"1"	"1"	"2"	"-m2"	"c"	"B063.krn"	"P1"	NA	NA
"403"	"1D"	"V"	"8.ddL"	"2"	"0.75"	"2"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"405"	"1D"	"V"	"16ddJk"	"2.75"	"0.25"	"2"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"406"	"1D"	"V"	"2dd"	"3"	"2"	"2"	"P1"	"c"	"B063.krn"	"[gg]"	NA	NA
"410"	"2T"	"i"	"(16ggLL"	"1"	"0.25"	"5"	"[gg]"	"c"	"B063.krn"	"-M3"	NA	NA
"411"	"2T"	"i"	"16ee-)"	"1.25"	"0.25"	"3"	"-M3"	"c"	"B063.krn"	"-m2"	NA	NA
"412"	"2T"	"i"	"16dd'"	"1.5"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"413"	"2T"	"i"	"16cc'JJ"	"1.75"	"0.25"	"1"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"414"	"2T"	"i"	"(16bLL"	"2"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"415"	"2T"	"i"	"16cc)"	"2.25"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"416"	"2T"	"i"	"16b'"	"2.5"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"417"	"2T"	"i"	"16cc'JJ"	"2.75"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"418"	"2T"	"V7"	"(16bLL"	"3"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m3"	NA	NA
"419"	"2T"	"V7"	"16dd)"	"3.25"	"0.25"	"2"	"+m3"	"c"	"B063.krn"	"+P4"	NA	NA
"420"	"2T"	"V7"	"16gg'"	"3.5"	"0.25"	"5"	"+P4"	"c"	"B063.krn"	"-m2"	NA	NA
"421"	"2T"	"V7"	"16ff#'JJ"	"3.75"	"0.25"	"4+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"422"	"2T"	"V7"	"(16ggLL"	"4"	"0.25"	"5"	"+m2"	"c"	"B063.krn"	"-M2"	NA	NA
"423"	"2T"	"V7"	"16ff)"	"4.25"	"0.25"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"424"	"2T"	"V7"	"16ee-'"	"4.5"	"0.25"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"425"	"2T"	"V7"	"16dd'JJ"	"4.75"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+P4"	NA	NA
"426"	"2T"	"i"	"(16ggLL"	"1"	"0.25"	"5"	"+P4"	"c"	"B063.krn"	"-M3"	NA	NA
"427"	"2T"	"i"	"16ee-)"	"1.25"	"0.25"	"3"	"-M3"	"c"	"B063.krn"	"-m2"	NA	NA
"428"	"2T"	"i"	"16dd'"	"1.5"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"429"	"2T"	"i"	"16cc'JJ"	"1.75"	"0.25"	"1"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"430"	"2T"	"i"	"(16bLL"	"2"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"431"	"2T"	"i"	"16cc)"	"2.25"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"432"	"2T"	"i"	"16b'"	"2.5"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"433"	"2T"	"i"	"16cc'JJ"	"2.75"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"+M2"	NA	NA
"434"	"2T"	"V"	"(16ddLL"	"3"	"0.25"	"2"	"+M2"	"c"	"B063.krn"	"+M3"	NA	NA
"435"	"2T"	"V"	"16ff#)"	"3.25"	"0.25"	"4+"	"+M3"	"c"	"B063.krn"	"+m2"	NA	NA
"436"	"2T"	"V"	"16gg'"	"3.5"	"0.25"	"5"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"437"	"2T"	"V"	"16ff#'JJ"	"3.75"	"0.25"	"4+"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"438"	"2T"	"V"	"(16ggLL"	"4"	"0.25"	"5"	"+m2"	"c"	"B063.krn"	"-M2"	NA	NA
"439"	"2T"	"V"	"16ff)"	"4.25"	"0.25"	"4"	"-M2"	"c"	"B063.krn"	"-M2"	NA	NA
"440"	"2T"	"V"	"16ee-'"	"4.5"	"0.25"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"441"	"2T"	"V"	"16dd'JJ"	"4.75"	"0.25"	"2"	"-m2"	"c"	"B063.krn"	"+m7"	NA	NA
"442"	"4T"	"i"	"16cccLL"	"1"	"0.25"	"1"	"+m7"	"c"	"B063.krn"	"-m2"	NA	NA
"443"	"4T"	"i"	"16bb"	"1.25"	"0.25"	"7"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"444"	"4T"	"i"	"16ccc"	"1.5"	"0.25"	"1"	"+m2"	"c"	"B063.krn"	"-P4"	NA	NA
"445"	"4T"	"i"	"16ggJJ"	"1.75"	"0.25"	"5"	"-P4"	"c"	"B063.krn"	"+m2"	NA	NA
"446"	"4P"	"iv"	"16aa-LL"	"2"	"0.25"	"6"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"447"	"4P"	"iv"	"16gg"	"2.25"	"0.25"	"5"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"448"	"4P"	"iv"	"16aa-"	"2.5"	"0.25"	"6"	"+m2"	"c"	"B063.krn"	"-m3"	NA	NA
"449"	"4P"	"iv"	"16ffJJ"	"2.75"	"0.25"	"4"	"-m3"	"c"	"B063.krn"	"-M2"	NA	NA
"450"	"4D"	"C"	"4ee-"	"3"	"1"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"452"	"4D"	"V"	"4dd"	"4"	"1"	"2"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"454"	"1T"	"i"	"4cc"	"1"	"1"	"1"	"-M2"	"c"	"B063.krn"	"P1"	NA	NA
"455"	"1T"	"i"	"8.ccL"	"2"	"0.75"	"1"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"456"	"1T"	"i"	"16ccJk"	"2.75"	"0.25"	"1"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"457"	"1T"	"i"	"2cc"	"3"	"2"	"1"	"P1"	"c"	"B063.krn"	"+m3"	NA	NA
"466"	"1T"	"i"	"(4ee-"	"3"	"1"	"3"	"+m3"	"c"	"B063.krn"	"-m2"	NA	NA
"470"	"1T"	"i"	"8ddL"	"4"	"0.5"	"2"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"472"	"1T"	"i"	"8ccJ)"	"4.5"	"0.5"	"1"	"-M2"	"c"	"B063.krn"	"+A4"	NA	NA
"474"	"1D"	"V"	"(4ff#"	"1"	"1"	"4+"	"+A4"	"c"	"B063.krn"	"+m2"	NA	NA
"478"	"1D"	"V"	"4gg)"	"2"	"1"	"5"	"+m2"	"c"	"B063.krn"	"-P4"	NA	NA
"482"	"1D"	"V"	"2dd"	"3"	"2"	"2"	"-P4"	"c"	"B063.krn"	"+m3"	NA	NA
"490"	"2D"	"viioD7"	"(4.ff"	"1"	"1.5"	"4"	"+m3"	"c"	"B063.krn"	"+M2"	NA	NA
"496"	"2D"	"viioD7"	"16ggLL"	"2.5"	"0.25"	"5"	"+M2"	"c"	"B063.krn"	"+m2"	NA	NA
"497"	"2D"	"viioD7"	"16aa-JJ)"	"2.75"	"0.25"	"6"	"+m2"	"c"	"B063.krn"	"-m2"	NA	NA
"498"	"2D"	"V7"	"(8ggL"	"3"	"0.5"	"5"	"-m2"	"c"	"B063.krn"	"-M2"	NA	NA
"500"	"2D"	"V7"	"8ff)"	"3.5"	"0.5"	"4"	"-M2"	"c"	"B063.krn"	"-m3"	NA	NA
"502"	"2D"	"V7"	"(8dd"	"4"	"0.5"	"2"	"-m3"	"c"	"B063.krn"	"-m3"	NA	NA
"504"	"2D"	"V7"	"8bJ)"	"4.5"	"0.5"	"7"	"-m3"	"c"	"B063.krn"	"+m2"	NA	NA
"506"	"1T"	"i"	"4cc"	"1"	"1"	"1"	"+m2"	"c"	"B063.krn"	"+m2"	NA	NA
"509"	"1T"	"i"	"4cc"	"1"	"0.75"	"1"	"+m2"	"c"	"B063.krn"	"P1"	NA	NA
"510"	"1T"	"i"	"8.ccL"	"2"	"0.75"	"1"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"512"	"1T"	"i"	"16ccJk"	"2.75"	"0.25"	"1"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"513"	"1T"	"i"	"2cc"	"3"	"2"	"1"	"P1"	"c"	"B063.krn"	"[ee-]"	NA	NA
"514"	"2T"	"I/III"	"(8ee-L"	"1"	"0.5"	"3"	"[ee-]"	"c"	"B063.krn"	"+M2"	NA	NA
"516"	"2T"	"I/III"	"24ffL"	"1.5"	"0.166667"	"4"	"+M2"	"c"	"B063.krn"	"-M2"	NA	NA
"517"	"2T"	"I/III"	"24ee-"	"1.66667"	"0.166667"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"519"	"2T"	"I/III"	"24ddJJ"	"1.83333"	"0.166667"	"2"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"520"	"2T"	"I/III"	"8.ee-L"	"2"	"0.75"	"3"	"+m2"	"c"	"B063.krn"	"+M3"	NA	NA
"523"	"2T"	"I/III"	"16ggJk)"	"2.75"	"0.25"	"5"	"+M3"	"c"	"B063.krn"	"-M2"	NA	NA
"524"	"2T"	"V7/III"	"(8ffL"	"3"	"0.5"	"4"	"-M2"	"c"	"B063.krn"	"+P4"	NA	NA
"527"	"2T"	"V7/III"	"8bb-)"	"3.5"	"0.5"	"7-"	"+P4"	"c"	"B063.krn"	"P1"	NA	NA
"530"	"2T"	"V7/III"	"8bb-'"	"4"	"0.5"	"7-"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
"533"	"2T"	"V7/III"	"8bb-'J"	"4.5"	"0.5"	"7-"	"P1"	"c"	"B063.krn"	"-P5"	NA	NA
"536"	"2T"	"I/III"	"(8ee-L"	"1"	"0.5"	"3"	"-P5"	"c"	"B063.krn"	"+M2"	NA	NA
"538"	"2T"	"I/III"	"24ffL"	"1.5"	"0.166667"	"4"	"+M2"	"c"	"B063.krn"	"-M2"	NA	NA
"539"	"2T"	"I/III"	"24ee-"	"1.66667"	"0.166667"	"3"	"-M2"	"c"	"B063.krn"	"-m2"	NA	NA
"541"	"2T"	"I/III"	"24ddJJ"	"1.83333"	"0.166667"	"2"	"-m2"	"c"	"B063.krn"	"+m2"	NA	NA
"542"	"2T"	"I/III"	"8.ee-L"	"2"	"0.75"	"3"	"+m2"	"c"	"B063.krn"	"+M3"	NA	NA
"545"	"2T"	"I/III"	"16ggJk)"	"2.75"	"0.25"	"5"	"+M3"	"c"	"B063.krn"	"-M2"	NA	NA
"546"	"2T"	"V7/III"	"(8ffL"	"3"	"0.5"	"4"	"-M2"	"c"	"B063.krn"	"+P4"	NA	NA
"549"	"2T"	"V7/III"	"8bb-)"	"3.5"	"0.5"	"7-"	"+P4"	"c"	"B063.krn"	"P1"	NA	NA
"552"	"2T"	"V7/III"	"8bb-'"	"4"	"0.5"	"7-"	"P1"	"c"	"B063.krn"	"P1"	NA	NA
